"Step","desert-tree-2 - train/loss","desert-tree-2 - train/loss__MIN","desert-tree-2 - train/loss__MAX"
"1464","2.1191","2.1191","2.1191"
"1465","2.1191","2.1191","2.1191"
"1466","2.4585","2.4585","2.4585"
"1467","2.4585","2.4585","2.4585"
"1468","2.1232","2.1232","2.1232"
"1469","2.1232","2.1232","2.1232"
"1470","2.1775","2.1775","2.1775"
"1471","2.1775","2.1775","2.1775"
"1472","2.3735","2.3735","2.3735"
"1473","2.3735","2.3735","2.3735"
"1474","2.3586","2.3586","2.3586"
"1475","2.3586","2.3586","2.3586"
"1476","1.9859","1.9859","1.9859"
"1477","1.9859","1.9859","1.9859"
"1478","2.2745","2.2745","2.2745"
"1479","2.2745","2.2745","2.2745"
"1480","2.4236","2.4236","2.4236"
"1481","2.4236","2.4236","2.4236"
"1482","2.4262","2.4262","2.4262"
"1483","2.4262","2.4262","2.4262"
"1484","2.1407","2.1407","2.1407"
"1485","2.1407","2.1407","2.1407"
"1486","2.2751","2.2751","2.2751"
"1487","2.2751","2.2751","2.2751"
"1488","2.2195","2.2195","2.2195"
"1489","2.2195","2.2195","2.2195"
"1490","2.2946","2.2946","2.2946"
"1491","2.2946","2.2946","2.2946"
"1492","2.4417","2.4417","2.4417"
"1493","2.4417","2.4417","2.4417"
"1494","2.3596","2.3596","2.3596"
"1495","2.3596","2.3596","2.3596"
"1496","2.1033","2.1033","2.1033"
"1497","2.1033","2.1033","2.1033"
"1498","2.2325","2.2325","2.2325"
"1499","2.2325","2.2325","2.2325"
"1500","2.3811","2.3811","2.3811"
"1501","2.3811","2.3811","2.3811"
"1502","2.2475","2.2475","2.2475"
"1503","2.2475","2.2475","2.2475"
"1504","2.2646","2.2646","2.2646"
"1505","2.2646","2.2646","2.2646"
"1506","2.1532","2.1532","2.1532"
"1507","2.1532","2.1532","2.1532"
"1508","1.9054","1.9054","1.9054"
"1509","1.9054","1.9054","1.9054"
"1510","2.1599","2.1599","2.1599"
"1511","2.1599","2.1599","2.1599"
"1512","2.296","2.296","2.296"
"1513","2.296","2.296","2.296"
"1514","2.2487","2.2487","2.2487"
"1515","2.2487","2.2487","2.2487"
"1516","2.3181","2.3181","2.3181"
"1517","2.3181","2.3181","2.3181"
"1518","2.021","2.021","2.021"
"1519","2.021","2.021","2.021"
"1520","2.3814","2.3814","2.3814"
"1521","2.3814","2.3814","2.3814"
"1522","2.2657","2.2657","2.2657"
"1523","2.2657","2.2657","2.2657"
"1524","2.1489","2.1489","2.1489"
"1525","2.1489","2.1489","2.1489"
"1526","2.0507","2.0507","2.0507"
"1527","2.0507","2.0507","2.0507"
"1528","2.2324","2.2324","2.2324"
"1529","2.2324","2.2324","2.2324"
"1530","2.2686","2.2686","2.2686"
"1531","2.2686","2.2686","2.2686"
"1532","2.4648","2.4648","2.4648"
"1533","2.4648","2.4648","2.4648"
"1534","2.1852","2.1852","2.1852"
"1535","2.1852","2.1852","2.1852"
"1536","2.2069","2.2069","2.2069"
"1537","2.2069","2.2069","2.2069"
"1538","2.0832","2.0832","2.0832"
"1539","2.0832","2.0832","2.0832"
"1540","2.261","2.261","2.261"
"1541","2.261","2.261","2.261"
"1542","2.0659","2.0659","2.0659"
"1543","2.0659","2.0659","2.0659"
"1544","2.3297","2.3297","2.3297"
"1545","2.3297","2.3297","2.3297"
"1546","2.1162","2.1162","2.1162"
"1547","2.1162","2.1162","2.1162"
"1548","2.199","2.199","2.199"
"1549","2.199","2.199","2.199"
"1550","2.1093","2.1093","2.1093"
"1551","2.1093","2.1093","2.1093"
"1552","2.3922","2.3922","2.3922"
"1553","2.3922","2.3922","2.3922"
"1554","2.4169","2.4169","2.4169"
"1555","2.4169","2.4169","2.4169"
"1556","2.2252","2.2252","2.2252"
"1557","2.2252","2.2252","2.2252"
"1558","2.3013","2.3013","2.3013"
"1559","2.3013","2.3013","2.3013"
"1560","2.4714","2.4714","2.4714"
"1561","2.4714","2.4714","2.4714"
"1562","2.5424","2.5424","2.5424"
"1563","2.5424","2.5424","2.5424"
"1564","2.3668","2.3668","2.3668"
"1565","2.3668","2.3668","2.3668"
"1566","2.2833","2.2833","2.2833"
"1567","2.2833","2.2833","2.2833"
"1568","2.4883","2.4883","2.4883"
"1569","2.4883","2.4883","2.4883"
"1570","2.2018","2.2018","2.2018"
"1571","2.2018","2.2018","2.2018"
"1572","2.1699","2.1699","2.1699"
"1573","2.1699","2.1699","2.1699"
"1574","2.3786","2.3786","2.3786"
"1575","2.3786","2.3786","2.3786"
"1576","2.0219","2.0219","2.0219"
"1577","2.0219","2.0219","2.0219"
"1578","2.0593","2.0593","2.0593"
"1579","2.0593","2.0593","2.0593"
"1580","2.4378","2.4378","2.4378"
"1581","2.4378","2.4378","2.4378"
"1582","2.3414","2.3414","2.3414"
"1583","2.3414","2.3414","2.3414"
"1584","2.4244","2.4244","2.4244"
"1585","2.4244","2.4244","2.4244"
"1586","2.2816","2.2816","2.2816"
"1587","2.2816","2.2816","2.2816"
"1588","2.3942","2.3942","2.3942"
"1589","2.3942","2.3942","2.3942"
"1590","2.0428","2.0428","2.0428"
"1591","2.0428","2.0428","2.0428"
"1592","2.4343","2.4343","2.4343"
"1593","2.4343","2.4343","2.4343"
"1594","2.054","2.054","2.054"
"1595","2.054","2.054","2.054"
"1596","2.1059","2.1059","2.1059"
"1597","2.1059","2.1059","2.1059"
"1598","1.9203","1.9203","1.9203"
"1599","1.9203","1.9203","1.9203"
"1600","2.661","2.661","2.661"
"1601","2.661","2.661","2.661"
"1602","2.3562","2.3562","2.3562"
"1603","2.3562","2.3562","2.3562"
"1604","2.2833","2.2833","2.2833"
"1605","2.2833","2.2833","2.2833"
"1606","2.3298","2.3298","2.3298"
"1607","2.3298","2.3298","2.3298"
"1608","2.3245","2.3245","2.3245"
"1609","2.3245","2.3245","2.3245"
"1610","2.2078","2.2078","2.2078"
"1611","2.2078","2.2078","2.2078"
"1612","2.3036","2.3036","2.3036"
"1613","2.3036","2.3036","2.3036"
"1614","2.4662","2.4662","2.4662"
"1615","2.4662","2.4662","2.4662"
"1616","2.0972","2.0972","2.0972"
"1617","2.0972","2.0972","2.0972"
"1618","2.0631","2.0631","2.0631"
"1619","2.0631","2.0631","2.0631"
"1620","2.1833","2.1833","2.1833"
"1621","2.1833","2.1833","2.1833"
"1622","2.4233","2.4233","2.4233"
"1623","2.4233","2.4233","2.4233"
"1624","2.1975","2.1975","2.1975"
"1625","2.1975","2.1975","2.1975"
"1626","2.1268","2.1268","2.1268"
"1627","2.1268","2.1268","2.1268"
"1628","2.0291","2.0291","2.0291"
"1629","2.0291","2.0291","2.0291"
"1630","2.2699","2.2699","2.2699"
"1631","2.2699","2.2699","2.2699"
"1632","2.104","2.104","2.104"
"1633","2.104","2.104","2.104"
"1634","2.0491","2.0491","2.0491"
"1635","2.0491","2.0491","2.0491"
"1636","1.9852","1.9852","1.9852"
"1637","1.9852","1.9852","1.9852"
"1638","2.282","2.282","2.282"
"1639","2.282","2.282","2.282"
"1640","2.3304","2.3304","2.3304"
"1641","2.3304","2.3304","2.3304"
"1642","2.0128","2.0128","2.0128"
"1643","2.0128","2.0128","2.0128"
"1644","1.9341","1.9341","1.9341"
"1645","1.9341","1.9341","1.9341"
"1646","2.1504","2.1504","2.1504"
"1647","2.1504","2.1504","2.1504"
"1648","2.1634","2.1634","2.1634"
"1649","2.1634","2.1634","2.1634"
"1650","2.3326","2.3326","2.3326"
"1651","2.3326","2.3326","2.3326"
"1652","2.1211","2.1211","2.1211"
"1653","2.1211","2.1211","2.1211"
"1654","2.1988","2.1988","2.1988"
"1655","2.1988","2.1988","2.1988"
"1656","2.1347","2.1347","2.1347"
"1657","2.1347","2.1347","2.1347"
"1658","2.3856","2.3856","2.3856"
"1659","2.3856","2.3856","2.3856"
"1660","2.3774","2.3774","2.3774"
"1661","2.3774","2.3774","2.3774"
"1662","2.134","2.134","2.134"
"1663","2.134","2.134","2.134"
"1664","2.343","2.343","2.343"
"1665","2.343","2.343","2.343"
"1666","2.1416","2.1416","2.1416"
"1667","2.1416","2.1416","2.1416"
"1668","2.2046","2.2046","2.2046"
"1669","2.2046","2.2046","2.2046"
"1670","2.1558","2.1558","2.1558"
"1671","2.1558","2.1558","2.1558"
"1672","1.9417","1.9417","1.9417"
"1673","1.9417","1.9417","1.9417"
"1674","2.214","2.214","2.214"
"1675","2.214","2.214","2.214"
"1676","2.303","2.303","2.303"
"1677","2.303","2.303","2.303"
"1678","2.3744","2.3744","2.3744"
"1679","2.3744","2.3744","2.3744"
"1680","2.1738","2.1738","2.1738"
"1681","2.1738","2.1738","2.1738"
"1682","2.0367","2.0367","2.0367"
"1683","2.0367","2.0367","2.0367"
"1684","2.1871","2.1871","2.1871"
"1685","2.1871","2.1871","2.1871"
"1686","2.2032","2.2032","2.2032"
"1687","2.2032","2.2032","2.2032"
"1688","2.2407","2.2407","2.2407"
"1689","2.2407","2.2407","2.2407"
"1690","2.2069","2.2069","2.2069"
"1691","2.2069","2.2069","2.2069"
"1692","2.0565","2.0565","2.0565"
"1693","2.0565","2.0565","2.0565"
"1694","2.0177","2.0177","2.0177"
"1695","2.0177","2.0177","2.0177"
"1696","2.2997","2.2997","2.2997"
"1697","2.2997","2.2997","2.2997"
"1698","2.2393","2.2393","2.2393"
"1699","2.2393","2.2393","2.2393"
"1700","2.0353","2.0353","2.0353"
"1701","2.0353","2.0353","2.0353"
"1702","2.4493","2.4493","2.4493"
"1703","2.4493","2.4493","2.4493"
"1704","2.0971","2.0971","2.0971"
"1705","2.0971","2.0971","2.0971"
"1706","2.1221","2.1221","2.1221"
"1707","2.1221","2.1221","2.1221"
"1708","2.367","2.367","2.367"
"1709","2.367","2.367","2.367"
"1710","2.094","2.094","2.094"
"1711","2.094","2.094","2.094"
"1712","2.3767","2.3767","2.3767"
"1713","2.3767","2.3767","2.3767"
"1714","2.3152","2.3152","2.3152"
"1715","2.3152","2.3152","2.3152"
"1716","2.2023","2.2023","2.2023"
"1717","2.2023","2.2023","2.2023"
"1718","1.941","1.941","1.941"
"1719","1.941","1.941","1.941"
"1720","2.0314","2.0314","2.0314"
"1721","2.0314","2.0314","2.0314"
"1722","2.1591","2.1591","2.1591"
"1723","2.1591","2.1591","2.1591"
"1724","2.076","2.076","2.076"
"1725","2.076","2.076","2.076"
"1726","2.0798","2.0798","2.0798"
"1727","2.0798","2.0798","2.0798"
"1728","2.516","2.516","2.516"
"1729","2.516","2.516","2.516"
"1730","1.9745","1.9745","1.9745"
"1731","1.9745","1.9745","1.9745"
"1732","2.1603","2.1603","2.1603"
"1733","2.1603","2.1603","2.1603"
"1734","2.199","2.199","2.199"
"1735","2.199","2.199","2.199"
"1736","2.1815","2.1815","2.1815"
"1737","2.1815","2.1815","2.1815"
"1738","2.1583","2.1583","2.1583"
"1739","2.1583","2.1583","2.1583"
"1740","2.0847","2.0847","2.0847"
"1741","2.0847","2.0847","2.0847"
"1742","2.2125","2.2125","2.2125"
"1743","2.2125","2.2125","2.2125"
"1744","2.1733","2.1733","2.1733"
"1745","2.1733","2.1733","2.1733"
"1746","2.2589","2.2589","2.2589"
"1747","2.2589","2.2589","2.2589"
"1748","2.1434","2.1434","2.1434"
"1749","2.1434","2.1434","2.1434"
"1750","2.3014","2.3014","2.3014"
"1751","2.3014","2.3014","2.3014"
"1752","2.133","2.133","2.133"
"1753","2.133","2.133","2.133"
"1754","2.0653","2.0653","2.0653"
"1755","2.0653","2.0653","2.0653"
"1756","2.1013","2.1013","2.1013"
"1757","2.1013","2.1013","2.1013"
"1758","2.0768","2.0768","2.0768"
"1759","2.0768","2.0768","2.0768"
"1760","2.3281","2.3281","2.3281"
"1761","2.3281","2.3281","2.3281"
"1762","2.127","2.127","2.127"
"1763","2.127","2.127","2.127"
"1764","1.9279","1.9279","1.9279"
"1765","1.9279","1.9279","1.9279"
"1766","1.8251","1.8251","1.8251"
"1767","1.8251","1.8251","1.8251"
"1768","2.1339","2.1339","2.1339"
"1769","2.1339","2.1339","2.1339"
"1770","2.1958","2.1958","2.1958"
"1771","2.1958","2.1958","2.1958"
"1772","2.3623","2.3623","2.3623"
"1773","2.3623","2.3623","2.3623"
"1774","2.0394","2.0394","2.0394"
"1775","2.0394","2.0394","2.0394"
"1776","2.18","2.18","2.18"
"1777","2.18","2.18","2.18"
"1778","1.942","1.942","1.942"
"1779","1.942","1.942","1.942"
"1780","2.1403","2.1403","2.1403"
"1781","2.1403","2.1403","2.1403"
"1782","2.2746","2.2746","2.2746"
"1783","2.2746","2.2746","2.2746"
"1784","2.1413","2.1413","2.1413"
"1785","2.1413","2.1413","2.1413"
"1786","2.3815","2.3815","2.3815"
"1787","2.3815","2.3815","2.3815"
"1788","1.9918","1.9918","1.9918"
"1789","1.9918","1.9918","1.9918"
"1790","2.2427","2.2427","2.2427"
"1791","2.2427","2.2427","2.2427"
"1792","2.0893","2.0893","2.0893"
"1793","2.0893","2.0893","2.0893"
"1794","1.9459","1.9459","1.9459"
"1795","1.9459","1.9459","1.9459"
"1796","2.0499","2.0499","2.0499"
"1797","2.0499","2.0499","2.0499"
"1798","1.9535","1.9535","1.9535"
"1799","1.9535","1.9535","1.9535"
"1800","2.1835","2.1835","2.1835"
"1801","2.1835","2.1835","2.1835"
"1802","2.1567","2.1567","2.1567"
"1803","2.1567","2.1567","2.1567"
"1804","2.2649","2.2649","2.2649"
"1805","2.2649","2.2649","2.2649"
"1806","2.4454","2.4454","2.4454"
"1807","2.4454","2.4454","2.4454"
"1808","2.1621","2.1621","2.1621"
"1809","2.1621","2.1621","2.1621"
"1810","2.3916","2.3916","2.3916"
"1811","2.3916","2.3916","2.3916"
"1812","2.1046","2.1046","2.1046"
"1813","2.1046","2.1046","2.1046"
"1814","2.2844","2.2844","2.2844"
"1815","2.2844","2.2844","2.2844"
"1816","2.3328","2.3328","2.3328"
"1817","2.3328","2.3328","2.3328"
"1818","2.2832","2.2832","2.2832"
"1819","2.2832","2.2832","2.2832"
"1820","2.2883","2.2883","2.2883"
"1821","2.2883","2.2883","2.2883"
"1822","2.2102","2.2102","2.2102"
"1823","2.2102","2.2102","2.2102"
"1824","2.1807","2.1807","2.1807"
"1825","2.1807","2.1807","2.1807"
"1826","1.9848","1.9848","1.9848"
"1827","1.9848","1.9848","1.9848"
"1828","2.0529","2.0529","2.0529"
"1829","2.0529","2.0529","2.0529"
"1830","2.0794","2.0794","2.0794"
"1831","2.0794","2.0794","2.0794"
"1832","1.8803","1.8803","1.8803"
"1833","1.8803","1.8803","1.8803"
"1834","2.2081","2.2081","2.2081"
"1835","2.2081","2.2081","2.2081"
"1836","2.0218","2.0218","2.0218"
"1837","2.0218","2.0218","2.0218"
"1838","2.0616","2.0616","2.0616"
"1839","2.0616","2.0616","2.0616"
"1840","2.3391","2.3391","2.3391"
"1841","2.3391","2.3391","2.3391"
"1842","2.1997","2.1997","2.1997"
"1843","2.1997","2.1997","2.1997"
"1844","1.9367","1.9367","1.9367"
"1845","1.9367","1.9367","1.9367"
"1846","2.3635","2.3635","2.3635"
"1847","2.3635","2.3635","2.3635"
"1848","2.2437","2.2437","2.2437"
"1849","2.2437","2.2437","2.2437"
"1850","2.108","2.108","2.108"
"1851","2.108","2.108","2.108"
"1852","2.2301","2.2301","2.2301"
"1853","2.2301","2.2301","2.2301"
"1854","2.019","2.019","2.019"
"1855","2.019","2.019","2.019"
"1856","2.6001","2.6001","2.6001"
"1857","2.6001","2.6001","2.6001"
"1858","2.1959","2.1959","2.1959"
"1859","2.1959","2.1959","2.1959"
"1860","2.1108","2.1108","2.1108"
"1861","2.1108","2.1108","2.1108"
"1862","2.1346","2.1346","2.1346"
"1863","2.1346","2.1346","2.1346"
"1864","2.0805","2.0805","2.0805"
"1865","2.0805","2.0805","2.0805"
"1866","1.7256","1.7256","1.7256"
"1867","1.7256","1.7256","1.7256"
"1868","1.9885","1.9885","1.9885"
"1869","1.9885","1.9885","1.9885"
"1870","2.3516","2.3516","2.3516"
"1871","2.3516","2.3516","2.3516"
"1872","1.9823","1.9823","1.9823"
"1873","1.9823","1.9823","1.9823"
"1874","2.0317","2.0317","2.0317"
"1875","2.0317","2.0317","2.0317"
"1876","2.2441","2.2441","2.2441"
"1877","2.2441","2.2441","2.2441"
"1878","2.1627","2.1627","2.1627"
"1879","2.1627","2.1627","2.1627"
"1880","2.0251","2.0251","2.0251"
"1881","2.0251","2.0251","2.0251"
"1882","2.2104","2.2104","2.2104"
"1883","2.2104","2.2104","2.2104"
"1884","2.0772","2.0772","2.0772"
"1885","2.0772","2.0772","2.0772"
"1886","2.0936","2.0936","2.0936"
"1887","2.0936","2.0936","2.0936"
"1888","2.3476","2.3476","2.3476"
"1889","2.3476","2.3476","2.3476"
"1890","2.0885","2.0885","2.0885"
"1891","2.0885","2.0885","2.0885"
"1892","2.0567","2.0567","2.0567"
"1893","2.0567","2.0567","2.0567"
"1894","1.9226","1.9226","1.9226"
"1895","1.9226","1.9226","1.9226"
"1896","1.7376","1.7376","1.7376"
"1897","1.7376","1.7376","1.7376"
"1898","2.2627","2.2627","2.2627"
"1899","2.2627","2.2627","2.2627"
"1900","2.0317","2.0317","2.0317"
"1901","2.0317","2.0317","2.0317"
"1902","2.1222","2.1222","2.1222"
"1903","2.1222","2.1222","2.1222"
"1904","2.348","2.348","2.348"
"1905","2.348","2.348","2.348"
"1906","2.0764","2.0764","2.0764"
"1907","2.0764","2.0764","2.0764"
"1908","2.2567","2.2567","2.2567"
"1909","2.2567","2.2567","2.2567"
"1910","2.2301","2.2301","2.2301"
"1911","2.2301","2.2301","2.2301"
"1912","2.1787","2.1787","2.1787"
"1913","2.1787","2.1787","2.1787"
"1914","2.0262","2.0262","2.0262"
"1915","2.0262","2.0262","2.0262"
"1916","2.096","2.096","2.096"
"1917","2.096","2.096","2.096"
"1918","2.2188","2.2188","2.2188"
"1919","2.2188","2.2188","2.2188"
"1920","2.0558","2.0558","2.0558"
"1921","2.0558","2.0558","2.0558"
"1922","2.0761","2.0761","2.0761"
"1923","2.0761","2.0761","2.0761"
"1924","2.0526","2.0526","2.0526"
"1925","2.0526","2.0526","2.0526"
"1926","2.5508","2.5508","2.5508"
"1927","2.5508","2.5508","2.5508"
"1928","2.0757","2.0757","2.0757"
"1929","2.0757","2.0757","2.0757"
"1930","1.9776","1.9776","1.9776"
"1931","1.9776","1.9776","1.9776"
"1932","2.0166","2.0166","2.0166"
"1933","2.0166","2.0166","2.0166"
"1934","2.3877","2.3877","2.3877"
"1935","2.3877","2.3877","2.3877"
"1936","1.9402","1.9402","1.9402"
"1937","1.9402","1.9402","1.9402"
"1938","2.3219","2.3219","2.3219"
"1939","2.3219","2.3219","2.3219"
"1940","2.1629","2.1629","2.1629"
"1941","2.1629","2.1629","2.1629"
"1942","1.8992","1.8992","1.8992"
"1943","1.8992","1.8992","1.8992"
"1944","2.165","2.165","2.165"
"1945","2.165","2.165","2.165"
"1946","2.0035","2.0035","2.0035"
"1947","2.0035","2.0035","2.0035"
"1948","2.0311","2.0311","2.0311"
"1949","2.0311","2.0311","2.0311"
"1950","2.2986","2.2986","2.2986"
"1951","2.2986","2.2986","2.2986"
"1952","2.3085","2.3085","2.3085"
"1953","2.3085","2.3085","2.3085"
"1954","2.3412","2.3412","2.3412"
"1955","2.3412","2.3412","2.3412"
"1956","2.2179","2.2179","2.2179"
"1957","2.2179","2.2179","2.2179"
"1958","1.8721","1.8721","1.8721"
"1959","1.8721","1.8721","1.8721"
"1960","2.3682","2.3682","2.3682"
"1961","2.3682","2.3682","2.3682"
"1962","2.0218","2.0218","2.0218"
"1963","2.0218","2.0218","2.0218"
"1964","1.9458","1.9458","1.9458"
"1965","1.9458","1.9458","1.9458"
"1966","1.8551","1.8551","1.8551"
"1967","1.8551","1.8551","1.8551"
"1968","2.2176","2.2176","2.2176"
"1969","2.2176","2.2176","2.2176"
"1970","2.0619","2.0619","2.0619"
"1971","2.0619","2.0619","2.0619"
"1972","2.29","2.29","2.29"
"1973","2.29","2.29","2.29"
"1974","2.1853","2.1853","2.1853"
"1975","2.1853","2.1853","2.1853"
"1976","2.0179","2.0179","2.0179"
"1977","2.0179","2.0179","2.0179"
"1978","2.1895","2.1895","2.1895"
"1979","2.1895","2.1895","2.1895"
"1980","2.3689","2.3689","2.3689"
"1981","2.3689","2.3689","2.3689"
"1982","2.0785","2.0785","2.0785"
"1983","2.0785","2.0785","2.0785"
"1984","2.0187","2.0187","2.0187"
"1985","2.0187","2.0187","2.0187"
"1986","2.0053","2.0053","2.0053"
"1987","2.0053","2.0053","2.0053"
"1988","2.0102","2.0102","2.0102"
"1989","2.0102","2.0102","2.0102"
"1990","1.8992","1.8992","1.8992"
"1991","1.8992","1.8992","1.8992"
"1992","2.1458","2.1458","2.1458"
"1993","2.1458","2.1458","2.1458"
"1994","1.9975","1.9975","1.9975"
"1995","1.9975","1.9975","1.9975"
"1996","1.9929","1.9929","1.9929"
"1997","1.9929","1.9929","1.9929"
"1998","1.8852","1.8852","1.8852"
"1999","1.8852","1.8852","1.8852"
"2000","1.7766","1.7766","1.7766"
"2001","1.7766","1.7766","1.7766"
"2002","2.1397","2.1397","2.1397"
"2003","2.1397","2.1397","2.1397"
"2004","2.3322","2.3322","2.3322"
"2005","2.3322","2.3322","2.3322"
"2006","2.0725","2.0725","2.0725"
"2007","2.0725","2.0725","2.0725"
"2008","2.1546","2.1546","2.1546"
"2009","2.1546","2.1546","2.1546"
"2010","2.0049","2.0049","2.0049"
"2011","2.0049","2.0049","2.0049"
"2012","2.0282","2.0282","2.0282"
"2013","2.0282","2.0282","2.0282"
"2014","2.0765","2.0765","2.0765"
"2015","2.0765","2.0765","2.0765"
"2016","1.9036","1.9036","1.9036"
"2017","1.9036","1.9036","1.9036"
"2018","2.245","2.245","2.245"
"2019","2.245","2.245","2.245"
"2020","2.2559","2.2559","2.2559"
"2021","2.2559","2.2559","2.2559"
"2022","2.2551","2.2551","2.2551"
"2023","2.2551","2.2551","2.2551"
"2024","2.1348","2.1348","2.1348"
"2025","2.1348","2.1348","2.1348"
"2026","2.0164","2.0164","2.0164"
"2027","2.0164","2.0164","2.0164"
"2028","2.081","2.081","2.081"
"2029","2.081","2.081","2.081"
"2030","2.2803","2.2803","2.2803"
"2031","2.2803","2.2803","2.2803"
"2032","2.1593","2.1593","2.1593"
"2033","2.1593","2.1593","2.1593"
"2034","1.9593","1.9593","1.9593"
"2035","1.9593","1.9593","1.9593"
"2036","2.2483","2.2483","2.2483"
"2037","2.2483","2.2483","2.2483"
"2038","1.9563","1.9563","1.9563"
"2039","1.9563","1.9563","1.9563"
"2040","2.025","2.025","2.025"
"2041","2.025","2.025","2.025"
"2042","2.1879","2.1879","2.1879"
"2043","2.1879","2.1879","2.1879"
"2044","1.9755","1.9755","1.9755"
"2045","1.9755","1.9755","1.9755"
"2046","2.1823","2.1823","2.1823"
"2047","2.1823","2.1823","2.1823"
"2048","2.1241","2.1241","2.1241"
"2049","2.1241","2.1241","2.1241"
"2050","2.04","2.04","2.04"
"2051","2.04","2.04","2.04"
"2052","2.0695","2.0695","2.0695"
"2053","2.0695","2.0695","2.0695"
"2054","2.0508","2.0508","2.0508"
"2055","2.0508","2.0508","2.0508"
"2056","1.7686","1.7686","1.7686"
"2057","1.7686","1.7686","1.7686"
"2058","1.9002","1.9002","1.9002"
"2059","1.9002","1.9002","1.9002"
"2060","2.2272","2.2272","2.2272"
"2061","2.2272","2.2272","2.2272"
"2062","2.0664","2.0664","2.0664"
"2063","2.0664","2.0664","2.0664"
"2064","2.0583","2.0583","2.0583"
"2065","2.0583","2.0583","2.0583"
"2066","2.0804","2.0804","2.0804"
"2067","2.0804","2.0804","2.0804"
"2068","2.1612","2.1612","2.1612"
"2069","2.1612","2.1612","2.1612"
"2070","2.1416","2.1416","2.1416"
"2071","2.1416","2.1416","2.1416"
"2072","1.7652","1.7652","1.7652"
"2073","1.7652","1.7652","1.7652"
"2074","2.1856","2.1856","2.1856"
"2075","2.1856","2.1856","2.1856"
"2076","2.0171","2.0171","2.0171"
"2077","2.0171","2.0171","2.0171"
"2078","2.0879","2.0879","2.0879"
"2079","2.0879","2.0879","2.0879"
"2080","2.3562","2.3562","2.3562"
"2081","2.3562","2.3562","2.3562"
"2082","1.9388","1.9388","1.9388"
"2083","1.9388","1.9388","1.9388"
"2084","2.1265","2.1265","2.1265"
"2085","2.1265","2.1265","2.1265"
"2086","1.9015","1.9015","1.9015"
"2087","1.9015","1.9015","1.9015"
"2088","2.1647","2.1647","2.1647"
"2089","2.1647","2.1647","2.1647"
"2090","1.9218","1.9218","1.9218"
"2091","1.9218","1.9218","1.9218"
"2092","1.852","1.852","1.852"
"2093","1.852","1.852","1.852"
"2094","1.9948","1.9948","1.9948"
"2095","1.9948","1.9948","1.9948"
"2096","1.9096","1.9096","1.9096"
"2097","1.9096","1.9096","1.9096"
"2098","1.6896","1.6896","1.6896"
"2099","1.6896","1.6896","1.6896"
"2100","2.5828","2.5828","2.5828"
"2101","2.5828","2.5828","2.5828"
"2102","1.9283","1.9283","1.9283"
"2103","1.9283","1.9283","1.9283"
"2104","2.0306","2.0306","2.0306"
"2105","2.0306","2.0306","2.0306"
"2106","1.781","1.781","1.781"
"2107","1.781","1.781","1.781"
"2108","1.9963","1.9963","1.9963"
"2109","1.9963","1.9963","1.9963"
"2110","1.8093","1.8093","1.8093"
"2111","1.8093","1.8093","1.8093"
"2112","1.9393","1.9393","1.9393"
"2113","1.9393","1.9393","1.9393"
"2114","2.0738","2.0738","2.0738"
"2115","2.0738","2.0738","2.0738"
"2116","2.073","2.073","2.073"
"2117","2.073","2.073","2.073"
"2118","2.1632","2.1632","2.1632"
"2119","2.1632","2.1632","2.1632"
"2120","2.1488","2.1488","2.1488"
"2121","2.1488","2.1488","2.1488"
"2122","1.954","1.954","1.954"
"2123","1.954","1.954","1.954"
"2124","2.0438","2.0438","2.0438"
"2125","2.0438","2.0438","2.0438"
"2126","2.0134","2.0134","2.0134"
"2127","2.0134","2.0134","2.0134"
"2128","2.0916","2.0916","2.0916"
"2129","2.0916","2.0916","2.0916"
"2130","2.2494","2.2494","2.2494"
"2131","2.2494","2.2494","2.2494"
"2132","2.1838","2.1838","2.1838"
"2133","2.1838","2.1838","2.1838"
"2134","1.8911","1.8911","1.8911"
"2135","1.8911","1.8911","1.8911"
"2136","2.2061","2.2061","2.2061"
"2137","2.2061","2.2061","2.2061"
"2138","2.0734","2.0734","2.0734"
"2139","2.0734","2.0734","2.0734"
"2140","2.27","2.27","2.27"
"2141","2.27","2.27","2.27"
"2142","2.1513","2.1513","2.1513"
"2143","2.1513","2.1513","2.1513"
"2144","1.9937","1.9937","1.9937"
"2145","1.9937","1.9937","1.9937"
"2146","2.078","2.078","2.078"
"2147","2.078","2.078","2.078"
"2148","2.1203","2.1203","2.1203"
"2149","2.1203","2.1203","2.1203"
"2150","2.0988","2.0988","2.0988"
"2151","2.0988","2.0988","2.0988"
"2152","1.9222","1.9222","1.9222"
"2153","1.9222","1.9222","1.9222"
"2154","2.159","2.159","2.159"
"2155","2.159","2.159","2.159"
"2156","1.74","1.74","1.74"
"2157","1.74","1.74","1.74"
"2158","1.8794","1.8794","1.8794"
"2159","1.8794","1.8794","1.8794"
"2160","2.0257","2.0257","2.0257"
"2161","2.0257","2.0257","2.0257"
"2162","2.0525","2.0525","2.0525"
"2163","2.0525","2.0525","2.0525"
"2164","2.0466","2.0466","2.0466"
"2165","2.0466","2.0466","2.0466"
"2166","2.1499","2.1499","2.1499"
"2167","2.1499","2.1499","2.1499"
"2168","2.5187","2.5187","2.5187"
"2169","2.5187","2.5187","2.5187"
"2170","2.059","2.059","2.059"
"2171","2.059","2.059","2.059"
"2172","2.421","2.421","2.421"
