"Step","rosy-aardvark-2 - train/loss","rosy-aardvark-2 - train/loss__MIN","rosy-aardvark-2 - train/loss__MAX"
"1460","1.6693","1.6693","1.6693"
"1461","1.6693","1.6693","1.6693"
"1462","1.8964","1.8964","1.8964"
"1463","1.8964","1.8964","1.8964"
"1464","1.8189","1.8189","1.8189"
"1465","1.8189","1.8189","1.8189"
"1466","1.9885","1.9885","1.9885"
"1467","1.9885","1.9885","1.9885"
"1468","1.7959","1.7959","1.7959"
"1469","1.7959","1.7959","1.7959"
"1470","1.9126","1.9126","1.9126"
"1471","1.9126","1.9126","1.9126"
"1472","2.0938","2.0938","2.0938"
"1473","2.0938","2.0938","2.0938"
"1474","1.9923","1.9923","1.9923"
"1475","1.9923","1.9923","1.9923"
"1476","1.7454","1.7454","1.7454"
"1477","1.7454","1.7454","1.7454"
"1478","1.9625","1.9625","1.9625"
"1479","1.9625","1.9625","1.9625"
"1480","2.0596","2.0596","2.0596"
"1481","2.0596","2.0596","2.0596"
"1482","2.12","2.12","2.12"
"1483","2.12","2.12","2.12"
"1484","1.8659","1.8659","1.8659"
"1485","1.8659","1.8659","1.8659"
"1486","2.0353","2.0353","2.0353"
"1487","2.0353","2.0353","2.0353"
"1488","2.0557","2.0557","2.0557"
"1489","2.0557","2.0557","2.0557"
"1490","1.951","1.951","1.951"
"1491","1.951","1.951","1.951"
"1492","2.1064","2.1064","2.1064"
"1493","2.1064","2.1064","2.1064"
"1494","2.1501","2.1501","2.1501"
"1495","2.1501","2.1501","2.1501"
"1496","1.7416","1.7416","1.7416"
"1497","1.7416","1.7416","1.7416"
"1498","2.0206","2.0206","2.0206"
"1499","2.0206","2.0206","2.0206"
"1500","1.9802","1.9802","1.9802"
"1501","1.9802","1.9802","1.9802"
"1502","1.8669","1.8669","1.8669"
"1503","1.8669","1.8669","1.8669"
"1504","2.016","2.016","2.016"
"1505","2.016","2.016","2.016"
"1506","1.9217","1.9217","1.9217"
"1507","1.9217","1.9217","1.9217"
"1508","1.606","1.606","1.606"
"1509","1.606","1.606","1.606"
"1510","1.8522","1.8522","1.8522"
"1511","1.8522","1.8522","1.8522"
"1512","2.0396","2.0396","2.0396"
"1513","2.0396","2.0396","2.0396"
"1514","2.0418","2.0418","2.0418"
"1515","2.0418","2.0418","2.0418"
"1516","1.9828","1.9828","1.9828"
"1517","1.9828","1.9828","1.9828"
"1518","1.6921","1.6921","1.6921"
"1519","1.6921","1.6921","1.6921"
"1520","1.9512","1.9512","1.9512"
"1521","1.9512","1.9512","1.9512"
"1522","1.9527","1.9527","1.9527"
"1523","1.9527","1.9527","1.9527"
"1524","1.8565","1.8565","1.8565"
"1525","1.8565","1.8565","1.8565"
"1526","1.8517","1.8517","1.8517"
"1527","1.8517","1.8517","1.8517"
"1528","1.9246","1.9246","1.9246"
"1529","1.9246","1.9246","1.9246"
"1530","1.8739","1.8739","1.8739"
"1531","1.8739","1.8739","1.8739"
"1532","2.2245","2.2245","2.2245"
"1533","2.2245","2.2245","2.2245"
"1534","1.8358","1.8358","1.8358"
"1535","1.8358","1.8358","1.8358"
"1536","1.9169","1.9169","1.9169"
"1537","1.9169","1.9169","1.9169"
"1538","1.8223","1.8223","1.8223"
"1539","1.8223","1.8223","1.8223"
"1540","1.8461","1.8461","1.8461"
"1541","1.8461","1.8461","1.8461"
"1542","1.7419","1.7419","1.7419"
"1543","1.7419","1.7419","1.7419"
"1544","1.9684","1.9684","1.9684"
"1545","1.9684","1.9684","1.9684"
"1546","1.8492","1.8492","1.8492"
"1547","1.8492","1.8492","1.8492"
"1548","1.8929","1.8929","1.8929"
"1549","1.8929","1.8929","1.8929"
"1550","1.7845","1.7845","1.7845"
"1551","1.7845","1.7845","1.7845"
"1552","1.8896","1.8896","1.8896"
"1553","1.8896","1.8896","1.8896"
"1554","2.1789","2.1789","2.1789"
"1555","2.1789","2.1789","2.1789"
"1556","1.9556","1.9556","1.9556"
"1557","1.9556","1.9556","1.9556"
"1558","1.9249","1.9249","1.9249"
"1559","1.9249","1.9249","1.9249"
"1560","2.047","2.047","2.047"
"1561","2.047","2.047","2.047"
"1562","2.1137","2.1137","2.1137"
"1563","2.1137","2.1137","2.1137"
"1564","1.9052","1.9052","1.9052"
"1565","1.9052","1.9052","1.9052"
"1566","1.9373","1.9373","1.9373"
"1567","1.9373","1.9373","1.9373"
"1568","2.1094","2.1094","2.1094"
"1569","2.1094","2.1094","2.1094"
"1570","1.8422","1.8422","1.8422"
"1571","1.8422","1.8422","1.8422"
"1572","1.7946","1.7946","1.7946"
"1573","1.7946","1.7946","1.7946"
"1574","1.9868","1.9868","1.9868"
"1575","1.9868","1.9868","1.9868"
"1576","1.7296","1.7296","1.7296"
"1577","1.7296","1.7296","1.7296"
"1578","1.7872","1.7872","1.7872"
"1579","1.7872","1.7872","1.7872"
"1580","2.0965","2.0965","2.0965"
"1581","2.0965","2.0965","2.0965"
"1582","2.0643","2.0643","2.0643"
"1583","2.0643","2.0643","2.0643"
"1584","2.1869","2.1869","2.1869"
"1585","2.1869","2.1869","2.1869"
"1586","2.0063","2.0063","2.0063"
"1587","2.0063","2.0063","2.0063"
"1588","1.9211","1.9211","1.9211"
"1589","1.9211","1.9211","1.9211"
"1590","1.8342","1.8342","1.8342"
"1591","1.8342","1.8342","1.8342"
"1592","2.1122","2.1122","2.1122"
"1593","2.1122","2.1122","2.1122"
"1594","1.7845","1.7845","1.7845"
"1595","1.7845","1.7845","1.7845"
"1596","1.6865","1.6865","1.6865"
"1597","1.6865","1.6865","1.6865"
"1598","1.5834","1.5834","1.5834"
"1599","1.5834","1.5834","1.5834"
"1600","2.3083","2.3083","2.3083"
"1601","2.3083","2.3083","2.3083"
"1602","2.1862","2.1862","2.1862"
"1603","2.1862","2.1862","2.1862"
"1604","2.0551","2.0551","2.0551"
"1605","2.0551","2.0551","2.0551"
"1606","2.0399","2.0399","2.0399"
"1607","2.0399","2.0399","2.0399"
"1608","2.0429","2.0429","2.0429"
"1609","2.0429","2.0429","2.0429"
"1610","1.8923","1.8923","1.8923"
"1611","1.8923","1.8923","1.8923"
"1612","2.0547","2.0547","2.0547"
"1613","2.0547","2.0547","2.0547"
"1614","2.2383","2.2383","2.2383"
"1615","2.2383","2.2383","2.2383"
"1616","1.7329","1.7329","1.7329"
"1617","1.7329","1.7329","1.7329"
"1618","1.815","1.815","1.815"
"1619","1.815","1.815","1.815"
"1620","1.9096","1.9096","1.9096"
"1621","1.9096","1.9096","1.9096"
"1622","2.1702","2.1702","2.1702"
"1623","2.1702","2.1702","2.1702"
"1624","1.7825","1.7825","1.7825"
"1625","1.7825","1.7825","1.7825"
"1626","1.8027","1.8027","1.8027"
"1627","1.8027","1.8027","1.8027"
"1628","1.7061","1.7061","1.7061"
"1629","1.7061","1.7061","1.7061"
"1630","1.8218","1.8218","1.8218"
"1631","1.8218","1.8218","1.8218"
"1632","1.8878","1.8878","1.8878"
"1633","1.8878","1.8878","1.8878"
"1634","1.7305","1.7305","1.7305"
"1635","1.7305","1.7305","1.7305"
"1636","1.6262","1.6262","1.6262"
"1637","1.6262","1.6262","1.6262"
"1638","1.9541","1.9541","1.9541"
"1639","1.9541","1.9541","1.9541"
"1640","1.9087","1.9087","1.9087"
"1641","1.9087","1.9087","1.9087"
"1642","1.6708","1.6708","1.6708"
"1643","1.6708","1.6708","1.6708"
"1644","1.7257","1.7257","1.7257"
"1645","1.7257","1.7257","1.7257"
"1646","1.7804","1.7804","1.7804"
"1647","1.7804","1.7804","1.7804"
"1648","1.9029","1.9029","1.9029"
"1649","1.9029","1.9029","1.9029"
"1650","1.9277","1.9277","1.9277"
"1651","1.9277","1.9277","1.9277"
"1652","1.8906","1.8906","1.8906"
"1653","1.8906","1.8906","1.8906"
"1654","1.9143","1.9143","1.9143"
"1655","1.9143","1.9143","1.9143"
"1656","1.7901","1.7901","1.7901"
"1657","1.7901","1.7901","1.7901"
"1658","2.1471","2.1471","2.1471"
"1659","2.1471","2.1471","2.1471"
"1660","2.1128","2.1128","2.1128"
"1661","2.1128","2.1128","2.1128"
"1662","1.9044","1.9044","1.9044"
"1663","1.9044","1.9044","1.9044"
"1664","2.0509","2.0509","2.0509"
"1665","2.0509","2.0509","2.0509"
"1666","1.8485","1.8485","1.8485"
"1667","1.8485","1.8485","1.8485"
"1668","1.8431","1.8431","1.8431"
"1669","1.8431","1.8431","1.8431"
"1670","1.7864","1.7864","1.7864"
"1671","1.7864","1.7864","1.7864"
"1672","1.7623","1.7623","1.7623"
"1673","1.7623","1.7623","1.7623"
"1674","1.9895","1.9895","1.9895"
"1675","1.9895","1.9895","1.9895"
"1676","2.1447","2.1447","2.1447"
"1677","2.1447","2.1447","2.1447"
"1678","2.0337","2.0337","2.0337"
"1679","2.0337","2.0337","2.0337"
"1680","1.8179","1.8179","1.8179"
"1681","1.8179","1.8179","1.8179"
"1682","1.702","1.702","1.702"
"1683","1.702","1.702","1.702"
"1684","1.8593","1.8593","1.8593"
"1685","1.8593","1.8593","1.8593"
"1686","1.9906","1.9906","1.9906"
"1687","1.9906","1.9906","1.9906"
"1688","1.8901","1.8901","1.8901"
"1689","1.8901","1.8901","1.8901"
"1690","1.8747","1.8747","1.8747"
"1691","1.8747","1.8747","1.8747"
"1692","1.8031","1.8031","1.8031"
"1693","1.8031","1.8031","1.8031"
"1694","1.7578","1.7578","1.7578"
"1695","1.7578","1.7578","1.7578"
"1696","2.1507","2.1507","2.1507"
"1697","2.1507","2.1507","2.1507"
"1698","1.9842","1.9842","1.9842"
"1699","1.9842","1.9842","1.9842"
"1700","1.8046","1.8046","1.8046"
"1701","1.8046","1.8046","1.8046"
"1702","2.0933","2.0933","2.0933"
"1703","2.0933","2.0933","2.0933"
"1704","1.7648","1.7648","1.7648"
"1705","1.7648","1.7648","1.7648"
"1706","1.742","1.742","1.742"
"1707","1.742","1.742","1.742"
"1708","2.0424","2.0424","2.0424"
"1709","2.0424","2.0424","2.0424"
"1710","1.8206","1.8206","1.8206"
"1711","1.8206","1.8206","1.8206"
"1712","2.1267","2.1267","2.1267"
"1713","2.1267","2.1267","2.1267"
"1714","2.1506","2.1506","2.1506"
"1715","2.1506","2.1506","2.1506"
"1716","1.9068","1.9068","1.9068"
"1717","1.9068","1.9068","1.9068"
"1718","1.6971","1.6971","1.6971"
"1719","1.6971","1.6971","1.6971"
"1720","1.7999","1.7999","1.7999"
"1721","1.7999","1.7999","1.7999"
"1722","1.8468","1.8468","1.8468"
"1723","1.8468","1.8468","1.8468"
"1724","1.7453","1.7453","1.7453"
"1725","1.7453","1.7453","1.7453"
"1726","1.7701","1.7701","1.7701"
"1727","1.7701","1.7701","1.7701"
"1728","2.2263","2.2263","2.2263"
"1729","2.2263","2.2263","2.2263"
"1730","1.7545","1.7545","1.7545"
"1731","1.7545","1.7545","1.7545"
"1732","1.8759","1.8759","1.8759"
"1733","1.8759","1.8759","1.8759"
"1734","1.8517","1.8517","1.8517"
"1735","1.8517","1.8517","1.8517"
"1736","1.8766","1.8766","1.8766"
"1737","1.8766","1.8766","1.8766"
"1738","1.9747","1.9747","1.9747"
"1739","1.9747","1.9747","1.9747"
"1740","1.7783","1.7783","1.7783"
"1741","1.7783","1.7783","1.7783"
"1742","2.0057","2.0057","2.0057"
"1743","2.0057","2.0057","2.0057"
"1744","1.917","1.917","1.917"
"1745","1.917","1.917","1.917"
"1746","1.9592","1.9592","1.9592"
"1747","1.9592","1.9592","1.9592"
"1748","1.9023","1.9023","1.9023"
"1749","1.9023","1.9023","1.9023"
"1750","2.0507","2.0507","2.0507"
"1751","2.0507","2.0507","2.0507"
"1752","1.8575","1.8575","1.8575"
"1753","1.8575","1.8575","1.8575"
"1754","1.7923","1.7923","1.7923"
"1755","1.7923","1.7923","1.7923"
"1756","1.8526","1.8526","1.8526"
"1757","1.8526","1.8526","1.8526"
"1758","1.7246","1.7246","1.7246"
"1759","1.7246","1.7246","1.7246"
"1760","2.0925","2.0925","2.0925"
"1761","2.0925","2.0925","2.0925"
"1762","1.8494","1.8494","1.8494"
"1763","1.8494","1.8494","1.8494"
"1764","1.7356","1.7356","1.7356"
"1765","1.7356","1.7356","1.7356"
"1766","1.5817","1.5817","1.5817"
"1767","1.5817","1.5817","1.5817"
"1768","1.7503","1.7503","1.7503"
"1769","1.7503","1.7503","1.7503"
"1770","1.9375","1.9375","1.9375"
"1771","1.9375","1.9375","1.9375"
"1772","2.0009","2.0009","2.0009"
"1773","2.0009","2.0009","2.0009"
"1774","1.7851","1.7851","1.7851"
"1775","1.7851","1.7851","1.7851"
"1776","1.8307","1.8307","1.8307"
"1777","1.8307","1.8307","1.8307"
"1778","1.7655","1.7655","1.7655"
"1779","1.7655","1.7655","1.7655"
"1780","1.8183","1.8183","1.8183"
"1781","1.8183","1.8183","1.8183"
"1782","1.9898","1.9898","1.9898"
"1783","1.9898","1.9898","1.9898"
"1784","1.9045","1.9045","1.9045"
"1785","1.9045","1.9045","1.9045"
"1786","2.0451","2.0451","2.0451"
"1787","2.0451","2.0451","2.0451"
"1788","1.7078","1.7078","1.7078"
"1789","1.7078","1.7078","1.7078"
"1790","1.8759","1.8759","1.8759"
"1791","1.8759","1.8759","1.8759"
"1792","1.9278","1.9278","1.9278"
"1793","1.9278","1.9278","1.9278"
"1794","1.7699","1.7699","1.7699"
"1795","1.7699","1.7699","1.7699"
"1796","1.7236","1.7236","1.7236"
"1797","1.7236","1.7236","1.7236"
"1798","1.7356","1.7356","1.7356"
"1799","1.7356","1.7356","1.7356"
"1800","1.8771","1.8771","1.8771"
"1801","1.8771","1.8771","1.8771"
"1802","2.0026","2.0026","2.0026"
"1803","2.0026","2.0026","2.0026"
"1804","1.8914","1.8914","1.8914"
"1805","1.8914","1.8914","1.8914"
"1806","2.1035","2.1035","2.1035"
"1807","2.1035","2.1035","2.1035"
"1808","1.9623","1.9623","1.9623"
"1809","1.9623","1.9623","1.9623"
"1810","2.2035","2.2035","2.2035"
"1811","2.2035","2.2035","2.2035"
"1812","1.9349","1.9349","1.9349"
"1813","1.9349","1.9349","1.9349"
"1814","2.0404","2.0404","2.0404"
"1815","2.0404","2.0404","2.0404"
"1816","2.1093","2.1093","2.1093"
"1817","2.1093","2.1093","2.1093"
"1818","2.0242","2.0242","2.0242"
"1819","2.0242","2.0242","2.0242"
"1820","1.8932","1.8932","1.8932"
"1821","1.8932","1.8932","1.8932"
"1822","1.7939","1.7939","1.7939"
"1823","1.7939","1.7939","1.7939"
"1824","2.0608","2.0608","2.0608"
"1825","2.0608","2.0608","2.0608"
"1826","1.7428","1.7428","1.7428"
"1827","1.7428","1.7428","1.7428"
"1828","1.6782","1.6782","1.6782"
"1829","1.6782","1.6782","1.6782"
"1830","1.7435","1.7435","1.7435"
"1831","1.7435","1.7435","1.7435"
"1832","1.6115","1.6115","1.6115"
"1833","1.6115","1.6115","1.6115"
"1834","1.9527","1.9527","1.9527"
"1835","1.9527","1.9527","1.9527"
"1836","1.7894","1.7894","1.7894"
"1837","1.7894","1.7894","1.7894"
"1838","1.7957","1.7957","1.7957"
"1839","1.7957","1.7957","1.7957"
"1840","2.0156","2.0156","2.0156"
"1841","2.0156","2.0156","2.0156"
"1842","1.9504","1.9504","1.9504"
"1843","1.9504","1.9504","1.9504"
"1844","1.7275","1.7275","1.7275"
"1845","1.7275","1.7275","1.7275"
"1846","2.0504","2.0504","2.0504"
"1847","2.0504","2.0504","2.0504"
"1848","2.0854","2.0854","2.0854"
"1849","2.0854","2.0854","2.0854"
"1850","1.9138","1.9138","1.9138"
"1851","1.9138","1.9138","1.9138"
"1852","1.9974","1.9974","1.9974"
"1853","1.9974","1.9974","1.9974"
"1854","1.7009","1.7009","1.7009"
"1855","1.7009","1.7009","1.7009"
"1856","2.1557","2.1557","2.1557"
"1857","2.1557","2.1557","2.1557"
"1858","1.8586","1.8586","1.8586"
"1859","1.8586","1.8586","1.8586"
"1860","1.8506","1.8506","1.8506"
"1861","1.8506","1.8506","1.8506"
"1862","1.8574","1.8574","1.8574"
"1863","1.8574","1.8574","1.8574"
"1864","1.7356","1.7356","1.7356"
"1865","1.7356","1.7356","1.7356"
"1866","1.5585","1.5585","1.5585"
"1867","1.5585","1.5585","1.5585"
"1868","1.7969","1.7969","1.7969"
"1869","1.7969","1.7969","1.7969"
"1870","1.9582","1.9582","1.9582"
"1871","1.9582","1.9582","1.9582"
"1872","1.7472","1.7472","1.7472"
"1873","1.7472","1.7472","1.7472"
"1874","1.7358","1.7358","1.7358"
"1875","1.7358","1.7358","1.7358"
"1876","2.0876","2.0876","2.0876"
"1877","2.0876","2.0876","2.0876"
"1878","1.9011","1.9011","1.9011"
"1879","1.9011","1.9011","1.9011"
"1880","1.7675","1.7675","1.7675"
"1881","1.7675","1.7675","1.7675"
"1882","1.9966","1.9966","1.9966"
"1883","1.9966","1.9966","1.9966"
"1884","1.7607","1.7607","1.7607"
"1885","1.7607","1.7607","1.7607"
"1886","1.7685","1.7685","1.7685"
"1887","1.7685","1.7685","1.7685"
"1888","2.0697","2.0697","2.0697"
"1889","2.0697","2.0697","2.0697"
"1890","1.7793","1.7793","1.7793"
"1891","1.7793","1.7793","1.7793"
"1892","1.7829","1.7829","1.7829"
"1893","1.7829","1.7829","1.7829"
"1894","1.7715","1.7715","1.7715"
"1895","1.7715","1.7715","1.7715"
"1896","1.5068","1.5068","1.5068"
"1897","1.5068","1.5068","1.5068"
"1898","2.0385","2.0385","2.0385"
"1899","2.0385","2.0385","2.0385"
"1900","1.7822","1.7822","1.7822"
"1901","1.7822","1.7822","1.7822"
"1902","1.8384","1.8384","1.8384"
"1903","1.8384","1.8384","1.8384"
"1904","2.0971","2.0971","2.0971"
"1905","2.0971","2.0971","2.0971"
"1906","1.8026","1.8026","1.8026"
"1907","1.8026","1.8026","1.8026"
"1908","1.9244","1.9244","1.9244"
"1909","1.9244","1.9244","1.9244"
"1910","2.0331","2.0331","2.0331"
"1911","2.0331","2.0331","2.0331"
"1912","1.9978","1.9978","1.9978"
"1913","1.9978","1.9978","1.9978"
"1914","1.7907","1.7907","1.7907"
"1915","1.7907","1.7907","1.7907"
"1916","1.8033","1.8033","1.8033"
"1917","1.8033","1.8033","1.8033"
"1918","1.8818","1.8818","1.8818"
"1919","1.8818","1.8818","1.8818"
"1920","1.8405","1.8405","1.8405"
"1921","1.8405","1.8405","1.8405"
"1922","1.6964","1.6964","1.6964"
"1923","1.6964","1.6964","1.6964"
"1924","1.7555","1.7555","1.7555"
"1925","1.7555","1.7555","1.7555"
"1926","2.3299","2.3299","2.3299"
"1927","2.3299","2.3299","2.3299"
"1928","1.8577","1.8577","1.8577"
"1929","1.8577","1.8577","1.8577"
"1930","1.8024","1.8024","1.8024"
"1931","1.8024","1.8024","1.8024"
"1932","1.8822","1.8822","1.8822"
"1933","1.8822","1.8822","1.8822"
"1934","2.1215","2.1215","2.1215"
"1935","2.1215","2.1215","2.1215"
"1936","1.6673","1.6673","1.6673"
"1937","1.6673","1.6673","1.6673"
"1938","1.9419","1.9419","1.9419"
"1939","1.9419","1.9419","1.9419"
"1940","1.9191","1.9191","1.9191"
"1941","1.9191","1.9191","1.9191"
"1942","1.7816","1.7816","1.7816"
"1943","1.7816","1.7816","1.7816"
"1944","1.7371","1.7371","1.7371"
"1945","1.7371","1.7371","1.7371"
"1946","1.7972","1.7972","1.7972"
"1947","1.7972","1.7972","1.7972"
"1948","1.8444","1.8444","1.8444"
"1949","1.8444","1.8444","1.8444"
"1950","1.9835","1.9835","1.9835"
"1951","1.9835","1.9835","1.9835"
"1952","2.0786","2.0786","2.0786"
"1953","2.0786","2.0786","2.0786"
"1954","2.0277","2.0277","2.0277"
"1955","2.0277","2.0277","2.0277"
"1956","1.9401","1.9401","1.9401"
"1957","1.9401","1.9401","1.9401"
"1958","1.6408","1.6408","1.6408"
"1959","1.6408","1.6408","1.6408"
"1960","2.0733","2.0733","2.0733"
"1961","2.0733","2.0733","2.0733"
"1962","1.7686","1.7686","1.7686"
"1963","1.7686","1.7686","1.7686"
"1964","1.6099","1.6099","1.6099"
"1965","1.6099","1.6099","1.6099"
"1966","1.632","1.632","1.632"
"1967","1.632","1.632","1.632"
"1968","1.882","1.882","1.882"
"1969","1.882","1.882","1.882"
"1970","1.8218","1.8218","1.8218"
"1971","1.8218","1.8218","1.8218"
"1972","1.9077","1.9077","1.9077"
"1973","1.9077","1.9077","1.9077"
"1974","2.0096","2.0096","2.0096"
"1975","2.0096","2.0096","2.0096"
"1976","1.7384","1.7384","1.7384"
"1977","1.7384","1.7384","1.7384"
"1978","1.9397","1.9397","1.9397"
"1979","1.9397","1.9397","1.9397"
"1980","2.0343","2.0343","2.0343"
"1981","2.0343","2.0343","2.0343"
"1982","1.8444","1.8444","1.8444"
"1983","1.8444","1.8444","1.8444"
"1984","1.7872","1.7872","1.7872"
"1985","1.7872","1.7872","1.7872"
"1986","1.7194","1.7194","1.7194"
"1987","1.7194","1.7194","1.7194"
"1988","1.6992","1.6992","1.6992"
"1989","1.6992","1.6992","1.6992"
"1990","1.7091","1.7091","1.7091"
"1991","1.7091","1.7091","1.7091"
"1992","1.8508","1.8508","1.8508"
"1993","1.8508","1.8508","1.8508"
"1994","1.7214","1.7214","1.7214"
"1995","1.7214","1.7214","1.7214"
"1996","1.7277","1.7277","1.7277"
"1997","1.7277","1.7277","1.7277"
"1998","1.7614","1.7614","1.7614"
"1999","1.7614","1.7614","1.7614"
"2000","1.6001","1.6001","1.6001"
"2001","1.6001","1.6001","1.6001"
"2002","1.8608","1.8608","1.8608"
"2003","1.8608","1.8608","1.8608"
"2004","2.2162","2.2162","2.2162"
"2005","2.2162","2.2162","2.2162"
"2006","1.7798","1.7798","1.7798"
"2007","1.7798","1.7798","1.7798"
"2008","1.8902","1.8902","1.8902"
"2009","1.8902","1.8902","1.8902"
"2010","1.8052","1.8052","1.8052"
"2011","1.8052","1.8052","1.8052"
"2012","1.6784","1.6784","1.6784"
"2013","1.6784","1.6784","1.6784"
"2014","1.883","1.883","1.883"
"2015","1.883","1.883","1.883"
"2016","1.6671","1.6671","1.6671"
"2017","1.6671","1.6671","1.6671"
"2018","1.8984","1.8984","1.8984"
"2019","1.8984","1.8984","1.8984"
"2020","1.857","1.857","1.857"
"2021","1.857","1.857","1.857"
"2022","1.8699","1.8699","1.8699"
"2023","1.8699","1.8699","1.8699"
"2024","2.0535","2.0535","2.0535"
"2025","2.0535","2.0535","2.0535"
"2026","1.7477","1.7477","1.7477"
"2027","1.7477","1.7477","1.7477"
"2028","1.7538","1.7538","1.7538"
"2029","1.7538","1.7538","1.7538"
"2030","2.0146","2.0146","2.0146"
"2031","2.0146","2.0146","2.0146"
"2032","1.758","1.758","1.758"
"2033","1.758","1.758","1.758"
"2034","1.7204","1.7204","1.7204"
"2035","1.7204","1.7204","1.7204"
"2036","1.9478","1.9478","1.9478"
"2037","1.9478","1.9478","1.9478"
"2038","1.7151","1.7151","1.7151"
"2039","1.7151","1.7151","1.7151"
"2040","1.8976","1.8976","1.8976"
"2041","1.8976","1.8976","1.8976"
"2042","2.1306","2.1306","2.1306"
"2043","2.1306","2.1306","2.1306"
"2044","1.8142","1.8142","1.8142"
"2045","1.8142","1.8142","1.8142"
"2046","1.8477","1.8477","1.8477"
"2047","1.8477","1.8477","1.8477"
"2048","1.7917","1.7917","1.7917"
"2049","1.7917","1.7917","1.7917"
"2050","1.5587","1.5587","1.5587"
"2051","1.5587","1.5587","1.5587"
"2052","1.8098","1.8098","1.8098"
"2053","1.8098","1.8098","1.8098"
"2054","1.7923","1.7923","1.7923"
"2055","1.7923","1.7923","1.7923"
"2056","1.4791","1.4791","1.4791"
"2057","1.4791","1.4791","1.4791"
"2058","1.5507","1.5507","1.5507"
"2059","1.5507","1.5507","1.5507"
"2060","1.8957","1.8957","1.8957"
"2061","1.8957","1.8957","1.8957"
"2062","1.7581","1.7581","1.7581"
"2063","1.7581","1.7581","1.7581"
"2064","1.8775","1.8775","1.8775"
"2065","1.8775","1.8775","1.8775"
"2066","1.8887","1.8887","1.8887"
"2067","1.8887","1.8887","1.8887"
"2068","1.8046","1.8046","1.8046"
"2069","1.8046","1.8046","1.8046"
"2070","1.8286","1.8286","1.8286"
"2071","1.8286","1.8286","1.8286"
"2072","1.6837","1.6837","1.6837"
"2073","1.6837","1.6837","1.6837"
"2074","1.9242","1.9242","1.9242"
"2075","1.9242","1.9242","1.9242"
"2076","1.8052","1.8052","1.8052"
"2077","1.8052","1.8052","1.8052"
"2078","1.8236","1.8236","1.8236"
"2079","1.8236","1.8236","1.8236"
"2080","2.0501","2.0501","2.0501"
"2081","2.0501","2.0501","2.0501"
"2082","1.6606","1.6606","1.6606"
"2083","1.6606","1.6606","1.6606"
"2084","1.9364","1.9364","1.9364"
"2085","1.9364","1.9364","1.9364"
"2086","1.7191","1.7191","1.7191"
"2087","1.7191","1.7191","1.7191"
"2088","1.9416","1.9416","1.9416"
"2089","1.9416","1.9416","1.9416"
"2090","1.7936","1.7936","1.7936"
"2091","1.7936","1.7936","1.7936"
"2092","1.5546","1.5546","1.5546"
"2093","1.5546","1.5546","1.5546"
"2094","1.5984","1.5984","1.5984"
"2095","1.5984","1.5984","1.5984"
"2096","1.6032","1.6032","1.6032"
"2097","1.6032","1.6032","1.6032"
"2098","1.4337","1.4337","1.4337"
"2099","1.4337","1.4337","1.4337"
"2100","2.3612","2.3612","2.3612"
"2101","2.3612","2.3612","2.3612"
"2102","1.7173","1.7173","1.7173"
"2103","1.7173","1.7173","1.7173"
"2104","1.8281","1.8281","1.8281"
"2105","1.8281","1.8281","1.8281"
"2106","1.649","1.649","1.649"
"2107","1.649","1.649","1.649"
"2108","1.6901","1.6901","1.6901"
"2109","1.6901","1.6901","1.6901"
"2110","1.5656","1.5656","1.5656"
"2111","1.5656","1.5656","1.5656"
"2112","1.7113","1.7113","1.7113"
"2113","1.7113","1.7113","1.7113"
"2114","1.7536","1.7536","1.7536"
"2115","1.7536","1.7536","1.7536"
"2116","1.8469","1.8469","1.8469"
"2117","1.8469","1.8469","1.8469"
"2118","1.9179","1.9179","1.9179"
"2119","1.9179","1.9179","1.9179"
"2120","1.9887","1.9887","1.9887"
"2121","1.9887","1.9887","1.9887"
"2122","1.7829","1.7829","1.7829"
"2123","1.7829","1.7829","1.7829"
"2124","1.7938","1.7938","1.7938"
"2125","1.7938","1.7938","1.7938"
"2126","1.8603","1.8603","1.8603"
"2127","1.8603","1.8603","1.8603"
"2128","1.8745","1.8745","1.8745"
"2129","1.8745","1.8745","1.8745"
"2130","2.0239","2.0239","2.0239"
"2131","2.0239","2.0239","2.0239"
"2132","1.9978","1.9978","1.9978"
"2133","1.9978","1.9978","1.9978"
"2134","1.7474","1.7474","1.7474"
"2135","1.7474","1.7474","1.7474"
"2136","2.0499","2.0499","2.0499"
"2137","2.0499","2.0499","2.0499"
"2138","1.8222","1.8222","1.8222"
"2139","1.8222","1.8222","1.8222"
"2140","2.1261","2.1261","2.1261"
"2141","2.1261","2.1261","2.1261"
"2142","1.8857","1.8857","1.8857"
"2143","1.8857","1.8857","1.8857"
"2144","1.8068","1.8068","1.8068"
"2145","1.8068","1.8068","1.8068"
"2146","1.8008","1.8008","1.8008"
"2147","1.8008","1.8008","1.8008"
"2148","1.8519","1.8519","1.8519"
"2149","1.8519","1.8519","1.8519"
"2150","1.9311","1.9311","1.9311"
"2151","1.9311","1.9311","1.9311"
"2152","1.7519","1.7519","1.7519"
"2153","1.7519","1.7519","1.7519"
"2154","1.8217","1.8217","1.8217"
"2155","1.8217","1.8217","1.8217"
"2156","1.5303","1.5303","1.5303"
"2157","1.5303","1.5303","1.5303"
"2158","1.6291","1.6291","1.6291"
"2159","1.6291","1.6291","1.6291"
"2160","1.8199","1.8199","1.8199"
