"Step","splendid-sunset-3 - train/loss","splendid-sunset-3 - train/loss__MIN","splendid-sunset-3 - train/loss__MAX"
"1464","1.8854","1.8854","1.8854"
"1465","1.8854","1.8854","1.8854"
"1466","2.1125","2.1125","2.1125"
"1467","2.1125","2.1125","2.1125"
"1468","1.8848","1.8848","1.8848"
"1469","1.8848","1.8848","1.8848"
"1470","2.0056","2.0056","2.0056"
"1471","2.0056","2.0056","2.0056"
"1472","2.1539","2.1539","2.1539"
"1473","2.1539","2.1539","2.1539"
"1474","2.0377","2.0377","2.0377"
"1475","2.0377","2.0377","2.0377"
"1476","1.7111","1.7111","1.7111"
"1477","1.7111","1.7111","1.7111"
"1478","2.062","2.062","2.062"
"1479","2.062","2.062","2.062"
"1480","2.1435","2.1435","2.1435"
"1481","2.1435","2.1435","2.1435"
"1482","2.0787","2.0787","2.0787"
"1483","2.0787","2.0787","2.0787"
"1484","1.6559","1.6559","1.6559"
"1485","1.6559","1.6559","1.6559"
"1486","2.069","2.069","2.069"
"1487","2.069","2.069","2.069"
"1488","1.9281","1.9281","1.9281"
"1489","1.9281","1.9281","1.9281"
"1490","2.025","2.025","2.025"
"1491","2.025","2.025","2.025"
"1492","1.9785","1.9785","1.9785"
"1493","1.9785","1.9785","1.9785"
"1494","2.235","2.235","2.235"
"1495","2.235","2.235","2.235"
"1496","1.8682","1.8682","1.8682"
"1497","1.8682","1.8682","1.8682"
"1498","2.0512","2.0512","2.0512"
"1499","2.0512","2.0512","2.0512"
"1500","2.1737","2.1737","2.1737"
"1501","2.1737","2.1737","2.1737"
"1502","1.9702","1.9702","1.9702"
"1503","1.9702","1.9702","1.9702"
"1504","2.1026","2.1026","2.1026"
"1505","2.1026","2.1026","2.1026"
"1506","2.007","2.007","2.007"
"1507","2.007","2.007","2.007"
"1508","1.7482","1.7482","1.7482"
"1509","1.7482","1.7482","1.7482"
"1510","1.9253","1.9253","1.9253"
"1511","1.9253","1.9253","1.9253"
"1512","1.9776","1.9776","1.9776"
"1513","1.9776","1.9776","1.9776"
"1514","2.094","2.094","2.094"
"1515","2.094","2.094","2.094"
"1516","2.0647","2.0647","2.0647"
"1517","2.0647","2.0647","2.0647"
"1518","1.812","1.812","1.812"
"1519","1.812","1.812","1.812"
"1520","1.983","1.983","1.983"
"1521","1.983","1.983","1.983"
"1522","2.0626","2.0626","2.0626"
"1523","2.0626","2.0626","2.0626"
"1524","1.8975","1.8975","1.8975"
"1525","1.8975","1.8975","1.8975"
"1526","1.8101","1.8101","1.8101"
"1527","1.8101","1.8101","1.8101"
"1528","1.9417","1.9417","1.9417"
"1529","1.9417","1.9417","1.9417"
"1530","2.0118","2.0118","2.0118"
"1531","2.0118","2.0118","2.0118"
"1532","2.2982","2.2982","2.2982"
"1533","2.2982","2.2982","2.2982"
"1534","1.8884","1.8884","1.8884"
"1535","1.8884","1.8884","1.8884"
"1536","1.8537","1.8537","1.8537"
"1537","1.8537","1.8537","1.8537"
"1538","1.8291","1.8291","1.8291"
"1539","1.8291","1.8291","1.8291"
"1540","1.8381","1.8381","1.8381"
"1541","1.8381","1.8381","1.8381"
"1542","1.8428","1.8428","1.8428"
"1543","1.8428","1.8428","1.8428"
"1544","2.0004","2.0004","2.0004"
"1545","2.0004","2.0004","2.0004"
"1546","1.925","1.925","1.925"
"1547","1.925","1.925","1.925"
"1548","2.0793","2.0793","2.0793"
"1549","2.0793","2.0793","2.0793"
"1550","1.7963","1.7963","1.7963"
"1551","1.7963","1.7963","1.7963"
"1552","1.9522","1.9522","1.9522"
"1553","1.9522","1.9522","1.9522"
"1554","2.08","2.08","2.08"
"1555","2.08","2.08","2.08"
"1556","2.0127","2.0127","2.0127"
"1557","2.0127","2.0127","2.0127"
"1558","1.9675","1.9675","1.9675"
"1559","1.9675","1.9675","1.9675"
"1560","2.3114","2.3114","2.3114"
"1561","2.3114","2.3114","2.3114"
"1562","2.2319","2.2319","2.2319"
"1563","2.2319","2.2319","2.2319"
"1564","1.9735","1.9735","1.9735"
"1565","1.9735","1.9735","1.9735"
"1566","2.1028","2.1028","2.1028"
"1567","2.1028","2.1028","2.1028"
"1568","2.1702","2.1702","2.1702"
"1569","2.1702","2.1702","2.1702"
"1570","1.9291","1.9291","1.9291"
"1571","1.9291","1.9291","1.9291"
"1572","1.9036","1.9036","1.9036"
"1573","1.9036","1.9036","1.9036"
"1574","2.0951","2.0951","2.0951"
"1575","2.0951","2.0951","2.0951"
"1576","1.7319","1.7319","1.7319"
"1577","1.7319","1.7319","1.7319"
"1578","1.7281","1.7281","1.7281"
"1579","1.7281","1.7281","1.7281"
"1580","2.1333","2.1333","2.1333"
"1581","2.1333","2.1333","2.1333"
"1582","2.0317","2.0317","2.0317"
"1583","2.0317","2.0317","2.0317"
"1584","2.1859","2.1859","2.1859"
"1585","2.1859","2.1859","2.1859"
"1586","2.0734","2.0734","2.0734"
"1587","2.0734","2.0734","2.0734"
"1588","2.0397","2.0397","2.0397"
"1589","2.0397","2.0397","2.0397"
"1590","1.901","1.901","1.901"
"1591","1.901","1.901","1.901"
"1592","2.4144","2.4144","2.4144"
"1593","2.4144","2.4144","2.4144"
"1594","1.8393","1.8393","1.8393"
"1595","1.8393","1.8393","1.8393"
"1596","1.8315","1.8315","1.8315"
"1597","1.8315","1.8315","1.8315"
"1598","1.6598","1.6598","1.6598"
"1599","1.6598","1.6598","1.6598"
"1600","2.4035","2.4035","2.4035"
"1601","2.4035","2.4035","2.4035"
"1602","2.2974","2.2974","2.2974"
"1603","2.2974","2.2974","2.2974"
"1604","2.1136","2.1136","2.1136"
"1605","2.1136","2.1136","2.1136"
"1606","2.1744","2.1744","2.1744"
"1607","2.1744","2.1744","2.1744"
"1608","2.08","2.08","2.08"
"1609","2.08","2.08","2.08"
"1610","1.929","1.929","1.929"
"1611","1.929","1.929","1.929"
"1612","2.0264","2.0264","2.0264"
"1613","2.0264","2.0264","2.0264"
"1614","2.2577","2.2577","2.2577"
"1615","2.2577","2.2577","2.2577"
"1616","1.8822","1.8822","1.8822"
"1617","1.8822","1.8822","1.8822"
"1618","1.7748","1.7748","1.7748"
"1619","1.7748","1.7748","1.7748"
"1620","1.9504","1.9504","1.9504"
"1621","1.9504","1.9504","1.9504"
"1622","2.2061","2.2061","2.2061"
"1623","2.2061","2.2061","2.2061"
"1624","1.8918","1.8918","1.8918"
"1625","1.8918","1.8918","1.8918"
"1626","1.9334","1.9334","1.9334"
"1627","1.9334","1.9334","1.9334"
"1628","1.7421","1.7421","1.7421"
"1629","1.7421","1.7421","1.7421"
"1630","2.0305","2.0305","2.0305"
"1631","2.0305","2.0305","2.0305"
"1632","1.8861","1.8861","1.8861"
"1633","1.8861","1.8861","1.8861"
"1634","1.7551","1.7551","1.7551"
"1635","1.7551","1.7551","1.7551"
"1636","1.5738","1.5738","1.5738"
"1637","1.5738","1.5738","1.5738"
"1638","2.0195","2.0195","2.0195"
"1639","2.0195","2.0195","2.0195"
"1640","1.9104","1.9104","1.9104"
"1641","1.9104","1.9104","1.9104"
"1642","1.8293","1.8293","1.8293"
"1643","1.8293","1.8293","1.8293"
"1644","1.8153","1.8153","1.8153"
"1645","1.8153","1.8153","1.8153"
"1646","1.9136","1.9136","1.9136"
"1647","1.9136","1.9136","1.9136"
"1648","1.9321","1.9321","1.9321"
"1649","1.9321","1.9321","1.9321"
"1650","2.0526","2.0526","2.0526"
"1651","2.0526","2.0526","2.0526"
"1652","1.8578","1.8578","1.8578"
"1653","1.8578","1.8578","1.8578"
"1654","1.823","1.823","1.823"
"1655","1.823","1.823","1.823"
"1656","1.9609","1.9609","1.9609"
"1657","1.9609","1.9609","1.9609"
"1658","2.1069","2.1069","2.1069"
"1659","2.1069","2.1069","2.1069"
"1660","2.2764","2.2764","2.2764"
"1661","2.2764","2.2764","2.2764"
"1662","1.8929","1.8929","1.8929"
"1663","1.8929","1.8929","1.8929"
"1664","2.0254","2.0254","2.0254"
"1665","2.0254","2.0254","2.0254"
"1666","1.8093","1.8093","1.8093"
"1667","1.8093","1.8093","1.8093"
"1668","1.8205","1.8205","1.8205"
"1669","1.8205","1.8205","1.8205"
"1670","1.8666","1.8666","1.8666"
"1671","1.8666","1.8666","1.8666"
"1672","1.7556","1.7556","1.7556"
"1673","1.7556","1.7556","1.7556"
"1674","1.872","1.872","1.872"
"1675","1.872","1.872","1.872"
"1676","2.0043","2.0043","2.0043"
"1677","2.0043","2.0043","2.0043"
"1678","2.2021","2.2021","2.2021"
"1679","2.2021","2.2021","2.2021"
"1680","1.7453","1.7453","1.7453"
"1681","1.7453","1.7453","1.7453"
"1682","1.6288","1.6288","1.6288"
"1683","1.6288","1.6288","1.6288"
"1684","1.7906","1.7906","1.7906"
"1685","1.7906","1.7906","1.7906"
"1686","1.9928","1.9928","1.9928"
"1687","1.9928","1.9928","1.9928"
"1688","1.9622","1.9622","1.9622"
"1689","1.9622","1.9622","1.9622"
"1690","1.9179","1.9179","1.9179"
"1691","1.9179","1.9179","1.9179"
"1692","1.857","1.857","1.857"
"1693","1.857","1.857","1.857"
"1694","1.6531","1.6531","1.6531"
"1695","1.6531","1.6531","1.6531"
"1696","2.0226","2.0226","2.0226"
"1697","2.0226","2.0226","2.0226"
"1698","1.9108","1.9108","1.9108"
"1699","1.9108","1.9108","1.9108"
"1700","1.8508","1.8508","1.8508"
"1701","1.8508","1.8508","1.8508"
"1702","2.0876","2.0876","2.0876"
"1703","2.0876","2.0876","2.0876"
"1704","1.9339","1.9339","1.9339"
"1705","1.9339","1.9339","1.9339"
"1706","1.788","1.788","1.788"
"1707","1.788","1.788","1.788"
"1708","2.103","2.103","2.103"
"1709","2.103","2.103","2.103"
"1710","1.9171","1.9171","1.9171"
"1711","1.9171","1.9171","1.9171"
"1712","2.0353","2.0353","2.0353"
"1713","2.0353","2.0353","2.0353"
"1714","2.1258","2.1258","2.1258"
"1715","2.1258","2.1258","2.1258"
"1716","1.9543","1.9543","1.9543"
"1717","1.9543","1.9543","1.9543"
"1718","1.8252","1.8252","1.8252"
"1719","1.8252","1.8252","1.8252"
"1720","1.7659","1.7659","1.7659"
"1721","1.7659","1.7659","1.7659"
"1722","1.8669","1.8669","1.8669"
"1723","1.8669","1.8669","1.8669"
"1724","1.8193","1.8193","1.8193"
"1725","1.8193","1.8193","1.8193"
"1726","1.8643","1.8643","1.8643"
"1727","1.8643","1.8643","1.8643"
"1728","2.1665","2.1665","2.1665"
"1729","2.1665","2.1665","2.1665"
"1730","1.7527","1.7527","1.7527"
"1731","1.7527","1.7527","1.7527"
"1732","1.8313","1.8313","1.8313"
"1733","1.8313","1.8313","1.8313"
"1734","1.9374","1.9374","1.9374"
"1735","1.9374","1.9374","1.9374"
"1736","1.9462","1.9462","1.9462"
"1737","1.9462","1.9462","1.9462"
"1738","1.9861","1.9861","1.9861"
"1739","1.9861","1.9861","1.9861"
"1740","1.7833","1.7833","1.7833"
"1741","1.7833","1.7833","1.7833"
"1742","1.9953","1.9953","1.9953"
"1743","1.9953","1.9953","1.9953"
"1744","1.9908","1.9908","1.9908"
"1745","1.9908","1.9908","1.9908"
"1746","2.0844","2.0844","2.0844"
"1747","2.0844","2.0844","2.0844"
"1748","1.8499","1.8499","1.8499"
"1749","1.8499","1.8499","1.8499"
"1750","1.9851","1.9851","1.9851"
"1751","1.9851","1.9851","1.9851"
"1752","1.8228","1.8228","1.8228"
"1753","1.8228","1.8228","1.8228"
"1754","1.8488","1.8488","1.8488"
"1755","1.8488","1.8488","1.8488"
"1756","1.8482","1.8482","1.8482"
"1757","1.8482","1.8482","1.8482"
"1758","1.8866","1.8866","1.8866"
"1759","1.8866","1.8866","1.8866"
"1760","2.153","2.153","2.153"
"1761","2.153","2.153","2.153"
"1762","1.8792","1.8792","1.8792"
"1763","1.8792","1.8792","1.8792"
"1764","1.7485","1.7485","1.7485"
"1765","1.7485","1.7485","1.7485"
"1766","1.6189","1.6189","1.6189"
"1767","1.6189","1.6189","1.6189"
"1768","1.801","1.801","1.801"
"1769","1.801","1.801","1.801"
"1770","1.9851","1.9851","1.9851"
"1771","1.9851","1.9851","1.9851"
"1772","2.0977","2.0977","2.0977"
"1773","2.0977","2.0977","2.0977"
"1774","1.6586","1.6586","1.6586"
"1775","1.6586","1.6586","1.6586"
"1776","1.8442","1.8442","1.8442"
"1777","1.8442","1.8442","1.8442"
"1778","1.6936","1.6936","1.6936"
"1779","1.6936","1.6936","1.6936"
"1780","1.8862","1.8862","1.8862"
"1781","1.8862","1.8862","1.8862"
"1782","2.0522","2.0522","2.0522"
"1783","2.0522","2.0522","2.0522"
"1784","1.9143","1.9143","1.9143"
"1785","1.9143","1.9143","1.9143"
"1786","2.0552","2.0552","2.0552"
"1787","2.0552","2.0552","2.0552"
"1788","1.7428","1.7428","1.7428"
"1789","1.7428","1.7428","1.7428"
"1790","1.882","1.882","1.882"
"1791","1.882","1.882","1.882"
"1792","1.9855","1.9855","1.9855"
"1793","1.9855","1.9855","1.9855"
"1794","1.7029","1.7029","1.7029"
"1795","1.7029","1.7029","1.7029"
"1796","1.7285","1.7285","1.7285"
"1797","1.7285","1.7285","1.7285"
"1798","1.7447","1.7447","1.7447"
"1799","1.7447","1.7447","1.7447"
"1800","1.9572","1.9572","1.9572"
"1801","1.9572","1.9572","1.9572"
"1802","1.959","1.959","1.959"
"1803","1.959","1.959","1.959"
"1804","2.0646","2.0646","2.0646"
"1805","2.0646","2.0646","2.0646"
"1806","2.0051","2.0051","2.0051"
"1807","2.0051","2.0051","2.0051"
"1808","1.889","1.889","1.889"
"1809","1.889","1.889","1.889"
"1810","2.0883","2.0883","2.0883"
"1811","2.0883","2.0883","2.0883"
"1812","1.8391","1.8391","1.8391"
"1813","1.8391","1.8391","1.8391"
"1814","2.0426","2.0426","2.0426"
"1815","2.0426","2.0426","2.0426"
"1816","2.1056","2.1056","2.1056"
"1817","2.1056","2.1056","2.1056"
"1818","2.0111","2.0111","2.0111"
"1819","2.0111","2.0111","2.0111"
"1820","1.9329","1.9329","1.9329"
"1821","1.9329","1.9329","1.9329"
"1822","1.9623","1.9623","1.9623"
"1823","1.9623","1.9623","1.9623"
"1824","1.9314","1.9314","1.9314"
"1825","1.9314","1.9314","1.9314"
"1826","1.5952","1.5952","1.5952"
"1827","1.5952","1.5952","1.5952"
"1828","1.7618","1.7618","1.7618"
"1829","1.7618","1.7618","1.7618"
"1830","1.7134","1.7134","1.7134"
"1831","1.7134","1.7134","1.7134"
"1832","1.7535","1.7535","1.7535"
"1833","1.7535","1.7535","1.7535"
"1834","1.9586","1.9586","1.9586"
"1835","1.9586","1.9586","1.9586"
"1836","1.8254","1.8254","1.8254"
"1837","1.8254","1.8254","1.8254"
"1838","1.9024","1.9024","1.9024"
"1839","1.9024","1.9024","1.9024"
"1840","2.1424","2.1424","2.1424"
"1841","2.1424","2.1424","2.1424"
"1842","1.9349","1.9349","1.9349"
"1843","1.9349","1.9349","1.9349"
"1844","1.7493","1.7493","1.7493"
"1845","1.7493","1.7493","1.7493"
"1846","2.2048","2.2048","2.2048"
"1847","2.2048","2.2048","2.2048"
"1848","2.202","2.202","2.202"
"1849","2.202","2.202","2.202"
"1850","1.936","1.936","1.936"
"1851","1.936","1.936","1.936"
"1852","2.0108","2.0108","2.0108"
"1853","2.0108","2.0108","2.0108"
"1854","1.6585","1.6585","1.6585"
"1855","1.6585","1.6585","1.6585"
"1856","2.2671","2.2671","2.2671"
"1857","2.2671","2.2671","2.2671"
"1858","1.9462","1.9462","1.9462"
"1859","1.9462","1.9462","1.9462"
"1860","1.7891","1.7891","1.7891"
"1861","1.7891","1.7891","1.7891"
"1862","1.9227","1.9227","1.9227"
"1863","1.9227","1.9227","1.9227"
"1864","1.9721","1.9721","1.9721"
"1865","1.9721","1.9721","1.9721"
"1866","1.5722","1.5722","1.5722"
"1867","1.5722","1.5722","1.5722"
"1868","1.7515","1.7515","1.7515"
"1869","1.7515","1.7515","1.7515"
"1870","2.1231","2.1231","2.1231"
"1871","2.1231","2.1231","2.1231"
"1872","1.6429","1.6429","1.6429"
"1873","1.6429","1.6429","1.6429"
"1874","1.8543","1.8543","1.8543"
"1875","1.8543","1.8543","1.8543"
"1876","2.048","2.048","2.048"
"1877","2.048","2.048","2.048"
"1878","1.9545","1.9545","1.9545"
"1879","1.9545","1.9545","1.9545"
"1880","1.8492","1.8492","1.8492"
"1881","1.8492","1.8492","1.8492"
"1882","1.9961","1.9961","1.9961"
"1883","1.9961","1.9961","1.9961"
"1884","1.8339","1.8339","1.8339"
"1885","1.8339","1.8339","1.8339"
"1886","1.7618","1.7618","1.7618"
"1887","1.7618","1.7618","1.7618"
"1888","2.179","2.179","2.179"
"1889","2.179","2.179","2.179"
"1890","1.8359","1.8359","1.8359"
"1891","1.8359","1.8359","1.8359"
"1892","1.8154","1.8154","1.8154"
"1893","1.8154","1.8154","1.8154"
"1894","1.7817","1.7817","1.7817"
"1895","1.7817","1.7817","1.7817"
"1896","1.6098","1.6098","1.6098"
"1897","1.6098","1.6098","1.6098"
"1898","2.0072","2.0072","2.0072"
"1899","2.0072","2.0072","2.0072"
"1900","1.8061","1.8061","1.8061"
"1901","1.8061","1.8061","1.8061"
"1902","1.9958","1.9958","1.9958"
"1903","1.9958","1.9958","1.9958"
"1904","2.1608","2.1608","2.1608"
"1905","2.1608","2.1608","2.1608"
"1906","1.8676","1.8676","1.8676"
"1907","1.8676","1.8676","1.8676"
"1908","2.0006","2.0006","2.0006"
"1909","2.0006","2.0006","2.0006"
"1910","2.1437","2.1437","2.1437"
"1911","2.1437","2.1437","2.1437"
"1912","1.8823","1.8823","1.8823"
"1913","1.8823","1.8823","1.8823"
"1914","1.9034","1.9034","1.9034"
"1915","1.9034","1.9034","1.9034"
"1916","1.8983","1.8983","1.8983"
"1917","1.8983","1.8983","1.8983"
"1918","1.8785","1.8785","1.8785"
"1919","1.8785","1.8785","1.8785"
"1920","1.8866","1.8866","1.8866"
"1921","1.8866","1.8866","1.8866"
"1922","1.7963","1.7963","1.7963"
"1923","1.7963","1.7963","1.7963"
"1924","1.7542","1.7542","1.7542"
"1925","1.7542","1.7542","1.7542"
"1926","2.2664","2.2664","2.2664"
"1927","2.2664","2.2664","2.2664"
"1928","1.8962","1.8962","1.8962"
"1929","1.8962","1.8962","1.8962"
"1930","1.765","1.765","1.765"
"1931","1.765","1.765","1.765"
"1932","1.8908","1.8908","1.8908"
"1933","1.8908","1.8908","1.8908"
"1934","2.1003","2.1003","2.1003"
"1935","2.1003","2.1003","2.1003"
"1936","1.7853","1.7853","1.7853"
"1937","1.7853","1.7853","1.7853"
"1938","2.0084","2.0084","2.0084"
"1939","2.0084","2.0084","2.0084"
"1940","1.8978","1.8978","1.8978"
"1941","1.8978","1.8978","1.8978"
"1942","1.759","1.759","1.759"
"1943","1.759","1.759","1.759"
"1944","1.7635","1.7635","1.7635"
"1945","1.7635","1.7635","1.7635"
"1946","1.7453","1.7453","1.7453"
"1947","1.7453","1.7453","1.7453"
"1948","1.7713","1.7713","1.7713"
"1949","1.7713","1.7713","1.7713"
"1950","1.9889","1.9889","1.9889"
"1951","1.9889","1.9889","1.9889"
"1952","2.0519","2.0519","2.0519"
"1953","2.0519","2.0519","2.0519"
"1954","1.9953","1.9953","1.9953"
"1955","1.9953","1.9953","1.9953"
"1956","2.095","2.095","2.095"
"1957","2.095","2.095","2.095"
"1958","1.7868","1.7868","1.7868"
"1959","1.7868","1.7868","1.7868"
"1960","1.9969","1.9969","1.9969"
"1961","1.9969","1.9969","1.9969"
"1962","1.8062","1.8062","1.8062"
"1963","1.8062","1.8062","1.8062"
"1964","1.8486","1.8486","1.8486"
"1965","1.8486","1.8486","1.8486"
"1966","1.6805","1.6805","1.6805"
"1967","1.6805","1.6805","1.6805"
"1968","1.8674","1.8674","1.8674"
"1969","1.8674","1.8674","1.8674"
"1970","1.9242","1.9242","1.9242"
"1971","1.9242","1.9242","1.9242"
"1972","1.9342","1.9342","1.9342"
"1973","1.9342","1.9342","1.9342"
"1974","2.017","2.017","2.017"
"1975","2.017","2.017","2.017"
"1976","1.8287","1.8287","1.8287"
"1977","1.8287","1.8287","1.8287"
"1978","1.9602","1.9602","1.9602"
"1979","1.9602","1.9602","1.9602"
"1980","2.0689","2.0689","2.0689"
"1981","2.0689","2.0689","2.0689"
"1982","1.9791","1.9791","1.9791"
"1983","1.9791","1.9791","1.9791"
"1984","1.7913","1.7913","1.7913"
"1985","1.7913","1.7913","1.7913"
"1986","1.7918","1.7918","1.7918"
"1987","1.7918","1.7918","1.7918"
"1988","1.8038","1.8038","1.8038"
"1989","1.8038","1.8038","1.8038"
"1990","1.7166","1.7166","1.7166"
"1991","1.7166","1.7166","1.7166"
"1992","2.0042","2.0042","2.0042"
"1993","2.0042","2.0042","2.0042"
"1994","1.6935","1.6935","1.6935"
"1995","1.6935","1.6935","1.6935"
"1996","1.76","1.76","1.76"
"1997","1.76","1.76","1.76"
"1998","1.7311","1.7311","1.7311"
"1999","1.7311","1.7311","1.7311"
"2000","1.7188","1.7188","1.7188"
"2001","1.7188","1.7188","1.7188"
"2002","1.8621","1.8621","1.8621"
"2003","1.8621","1.8621","1.8621"
"2004","2.201","2.201","2.201"
"2005","2.201","2.201","2.201"
"2006","1.8346","1.8346","1.8346"
"2007","1.8346","1.8346","1.8346"
"2008","1.8994","1.8994","1.8994"
"2009","1.8994","1.8994","1.8994"
"2010","1.7576","1.7576","1.7576"
"2011","1.7576","1.7576","1.7576"
"2012","1.7161","1.7161","1.7161"
"2013","1.7161","1.7161","1.7161"
"2014","1.8804","1.8804","1.8804"
"2015","1.8804","1.8804","1.8804"
"2016","1.7377","1.7377","1.7377"
"2017","1.7377","1.7377","1.7377"
"2018","2.0842","2.0842","2.0842"
"2019","2.0842","2.0842","2.0842"
"2020","1.895","1.895","1.895"
"2021","1.895","1.895","1.895"
"2022","1.9037","1.9037","1.9037"
"2023","1.9037","1.9037","1.9037"
"2024","1.9348","1.9348","1.9348"
"2025","1.9348","1.9348","1.9348"
"2026","1.8033","1.8033","1.8033"
"2027","1.8033","1.8033","1.8033"
"2028","1.9412","1.9412","1.9412"
"2029","1.9412","1.9412","1.9412"
"2030","2.0797","2.0797","2.0797"
"2031","2.0797","2.0797","2.0797"
"2032","1.8286","1.8286","1.8286"
"2033","1.8286","1.8286","1.8286"
"2034","1.6486","1.6486","1.6486"
"2035","1.6486","1.6486","1.6486"
"2036","1.9744","1.9744","1.9744"
"2037","1.9744","1.9744","1.9744"
"2038","1.6025","1.6025","1.6025"
"2039","1.6025","1.6025","1.6025"
"2040","1.8551","1.8551","1.8551"
"2041","1.8551","1.8551","1.8551"
"2042","1.9542","1.9542","1.9542"
"2043","1.9542","1.9542","1.9542"
"2044","1.8833","1.8833","1.8833"
"2045","1.8833","1.8833","1.8833"
"2046","1.8997","1.8997","1.8997"
"2047","1.8997","1.8997","1.8997"
"2048","1.8341","1.8341","1.8341"
"2049","1.8341","1.8341","1.8341"
"2050","1.6589","1.6589","1.6589"
"2051","1.6589","1.6589","1.6589"
"2052","1.9518","1.9518","1.9518"
"2053","1.9518","1.9518","1.9518"
"2054","1.8785","1.8785","1.8785"
"2055","1.8785","1.8785","1.8785"
"2056","1.5771","1.5771","1.5771"
"2057","1.5771","1.5771","1.5771"
"2058","1.6544","1.6544","1.6544"
"2059","1.6544","1.6544","1.6544"
"2060","1.9986","1.9986","1.9986"
"2061","1.9986","1.9986","1.9986"
"2062","1.896","1.896","1.896"
"2063","1.896","1.896","1.896"
"2064","1.9202","1.9202","1.9202"
"2065","1.9202","1.9202","1.9202"
"2066","1.9295","1.9295","1.9295"
"2067","1.9295","1.9295","1.9295"
"2068","1.8836","1.8836","1.8836"
"2069","1.8836","1.8836","1.8836"
"2070","1.8769","1.8769","1.8769"
"2071","1.8769","1.8769","1.8769"
"2072","1.6789","1.6789","1.6789"
"2073","1.6789","1.6789","1.6789"
"2074","2.0705","2.0705","2.0705"
"2075","2.0705","2.0705","2.0705"
"2076","1.9124","1.9124","1.9124"
"2077","1.9124","1.9124","1.9124"
"2078","1.818","1.818","1.818"
"2079","1.818","1.818","1.818"
"2080","2.1251","2.1251","2.1251"
"2081","2.1251","2.1251","2.1251"
"2082","1.839","1.839","1.839"
"2083","1.839","1.839","1.839"
"2084","2.0189","2.0189","2.0189"
"2085","2.0189","2.0189","2.0189"
"2086","1.7606","1.7606","1.7606"
"2087","1.7606","1.7606","1.7606"
"2088","1.9862","1.9862","1.9862"
"2089","1.9862","1.9862","1.9862"
"2090","1.8077","1.8077","1.8077"
"2091","1.8077","1.8077","1.8077"
"2092","1.5914","1.5914","1.5914"
"2093","1.5914","1.5914","1.5914"
"2094","1.6744","1.6744","1.6744"
"2095","1.6744","1.6744","1.6744"
"2096","1.6879","1.6879","1.6879"
"2097","1.6879","1.6879","1.6879"
"2098","1.4978","1.4978","1.4978"
"2099","1.4978","1.4978","1.4978"
"2100","2.4326","2.4326","2.4326"
"2101","2.4326","2.4326","2.4326"
"2102","1.7363","1.7363","1.7363"
"2103","1.7363","1.7363","1.7363"
"2104","1.8151","1.8151","1.8151"
"2105","1.8151","1.8151","1.8151"
"2106","1.5957","1.5957","1.5957"
"2107","1.5957","1.5957","1.5957"
"2108","1.7862","1.7862","1.7862"
"2109","1.7862","1.7862","1.7862"
"2110","1.5639","1.5639","1.5639"
"2111","1.5639","1.5639","1.5639"
"2112","1.8074","1.8074","1.8074"
"2113","1.8074","1.8074","1.8074"
"2114","1.7829","1.7829","1.7829"
"2115","1.7829","1.7829","1.7829"
"2116","1.7559","1.7559","1.7559"
"2117","1.7559","1.7559","1.7559"
"2118","1.928","1.928","1.928"
"2119","1.928","1.928","1.928"
"2120","1.9613","1.9613","1.9613"
"2121","1.9613","1.9613","1.9613"
"2122","1.8128","1.8128","1.8128"
"2123","1.8128","1.8128","1.8128"
"2124","1.9416","1.9416","1.9416"
"2125","1.9416","1.9416","1.9416"
"2126","1.981","1.981","1.981"
"2127","1.981","1.981","1.981"
"2128","1.9691","1.9691","1.9691"
"2129","1.9691","1.9691","1.9691"
"2130","2.0288","2.0288","2.0288"
"2131","2.0288","2.0288","2.0288"
"2132","2.0217","2.0217","2.0217"
"2133","2.0217","2.0217","2.0217"
"2134","1.7042","1.7042","1.7042"
"2135","1.7042","1.7042","1.7042"
"2136","1.9416","1.9416","1.9416"
"2137","1.9416","1.9416","1.9416"
"2138","1.8635","1.8635","1.8635"
"2139","1.8635","1.8635","1.8635"
"2140","1.9007","1.9007","1.9007"
"2141","1.9007","1.9007","1.9007"
"2142","1.8937","1.8937","1.8937"
"2143","1.8937","1.8937","1.8937"
"2144","1.8094","1.8094","1.8094"
"2145","1.8094","1.8094","1.8094"
"2146","1.7725","1.7725","1.7725"
"2147","1.7725","1.7725","1.7725"
"2148","1.839","1.839","1.839"
"2149","1.839","1.839","1.839"
"2150","1.9047","1.9047","1.9047"
"2151","1.9047","1.9047","1.9047"
"2152","1.7484","1.7484","1.7484"
"2153","1.7484","1.7484","1.7484"
"2154","1.8685","1.8685","1.8685"
"2155","1.8685","1.8685","1.8685"
"2156","1.5639","1.5639","1.5639"
"2157","1.5639","1.5639","1.5639"
"2158","1.6842","1.6842","1.6842"
"2159","1.6842","1.6842","1.6842"
"2160","1.8426","1.8426","1.8426"
"2161","1.8426","1.8426","1.8426"
"2162","1.8049","1.8049","1.8049"
"2163","1.8049","1.8049","1.8049"
"2164","1.7735","1.7735","1.7735"
"2165","1.7735","1.7735","1.7735"
"2166","1.8707","1.8707","1.8707"
"2167","1.8707","1.8707","1.8707"
"2168","2.2134","2.2134","2.2134"
"2169","2.2134","2.2134","2.2134"
"2170","2.068","2.068","2.068"
"2171","2.068","2.068","2.068"
"2172","2.1181","2.1181","2.1181"
