"Step","clean-durian-2 - train/loss","clean-durian-2 - train/loss__MIN","clean-durian-2 - train/loss__MAX"
"1461","1.7872","1.7872","1.7872"
"1462","1.9136","1.9136","1.9136"
"1463","1.9136","1.9136","1.9136"
"1464","1.8243","1.8243","1.8243"
"1465","1.8243","1.8243","1.8243"
"1466","2.2431","2.2431","2.2431"
"1467","2.2431","2.2431","2.2431"
"1468","1.8513","1.8513","1.8513"
"1469","1.8513","1.8513","1.8513"
"1470","1.9093","1.9093","1.9093"
"1471","1.9093","1.9093","1.9093"
"1472","2.1038","2.1038","2.1038"
"1473","2.1038","2.1038","2.1038"
"1474","2.0951","2.0951","2.0951"
"1475","2.0951","2.0951","2.0951"
"1476","1.8313","1.8313","1.8313"
"1477","1.8313","1.8313","1.8313"
"1478","2.0694","2.0694","2.0694"
"1479","2.0694","2.0694","2.0694"
"1480","2.1531","2.1531","2.1531"
"1481","2.1531","2.1531","2.1531"
"1482","2.1119","2.1119","2.1119"
"1483","2.1119","2.1119","2.1119"
"1484","1.8196","1.8196","1.8196"
"1485","1.8196","1.8196","1.8196"
"1486","2.1265","2.1265","2.1265"
"1487","2.1265","2.1265","2.1265"
"1488","2.0033","2.0033","2.0033"
"1489","2.0033","2.0033","2.0033"
"1490","2.1321","2.1321","2.1321"
"1491","2.1321","2.1321","2.1321"
"1492","2.1837","2.1837","2.1837"
"1493","2.1837","2.1837","2.1837"
"1494","2.2162","2.2162","2.2162"
"1495","2.2162","2.2162","2.2162"
"1496","1.952","1.952","1.952"
"1497","1.952","1.952","1.952"
"1498","2.089","2.089","2.089"
"1499","2.089","2.089","2.089"
"1500","1.9811","1.9811","1.9811"
"1501","1.9811","1.9811","1.9811"
"1502","1.9748","1.9748","1.9748"
"1503","1.9748","1.9748","1.9748"
"1504","2.0959","2.0959","2.0959"
"1505","2.0959","2.0959","2.0959"
"1506","1.9472","1.9472","1.9472"
"1507","1.9472","1.9472","1.9472"
"1508","1.7233","1.7233","1.7233"
"1509","1.7233","1.7233","1.7233"
"1510","1.9192","1.9192","1.9192"
"1511","1.9192","1.9192","1.9192"
"1512","2.1353","2.1353","2.1353"
"1513","2.1353","2.1353","2.1353"
"1514","2.0522","2.0522","2.0522"
"1515","2.0522","2.0522","2.0522"
"1516","2.1101","2.1101","2.1101"
"1517","2.1101","2.1101","2.1101"
"1518","1.7721","1.7721","1.7721"
"1519","1.7721","1.7721","1.7721"
"1520","2.082","2.082","2.082"
"1521","2.082","2.082","2.082"
"1522","2.0023","2.0023","2.0023"
"1523","2.0023","2.0023","2.0023"
"1524","2.0247","2.0247","2.0247"
"1525","2.0247","2.0247","2.0247"
"1526","1.9023","1.9023","1.9023"
"1527","1.9023","1.9023","1.9023"
"1528","1.9849","1.9849","1.9849"
"1529","1.9849","1.9849","1.9849"
"1530","2.0182","2.0182","2.0182"
"1531","2.0182","2.0182","2.0182"
"1532","2.2428","2.2428","2.2428"
"1533","2.2428","2.2428","2.2428"
"1534","1.9945","1.9945","1.9945"
"1535","1.9945","1.9945","1.9945"
"1536","2.0419","2.0419","2.0419"
"1537","2.0419","2.0419","2.0419"
"1538","1.8524","1.8524","1.8524"
"1539","1.8524","1.8524","1.8524"
"1540","1.9207","1.9207","1.9207"
"1541","1.9207","1.9207","1.9207"
"1542","1.8474","1.8474","1.8474"
"1543","1.8474","1.8474","1.8474"
"1544","2.0861","2.0861","2.0861"
"1545","2.0861","2.0861","2.0861"
"1546","1.8449","1.8449","1.8449"
"1547","1.8449","1.8449","1.8449"
"1548","2.0052","2.0052","2.0052"
"1549","2.0052","2.0052","2.0052"
"1550","1.8293","1.8293","1.8293"
"1551","1.8293","1.8293","1.8293"
"1552","1.956","1.956","1.956"
"1553","1.956","1.956","1.956"
"1554","2.1703","2.1703","2.1703"
"1555","2.1703","2.1703","2.1703"
"1556","1.9585","1.9585","1.9585"
"1557","1.9585","1.9585","1.9585"
"1558","2.0396","2.0396","2.0396"
"1559","2.0396","2.0396","2.0396"
"1560","2.2325","2.2325","2.2325"
"1561","2.2325","2.2325","2.2325"
"1562","2.1527","2.1527","2.1527"
"1563","2.1527","2.1527","2.1527"
"1564","1.959","1.959","1.959"
"1565","1.959","1.959","1.959"
"1566","2.058","2.058","2.058"
"1567","2.058","2.058","2.058"
"1568","2.2306","2.2306","2.2306"
"1569","2.2306","2.2306","2.2306"
"1570","1.9434","1.9434","1.9434"
"1571","1.9434","1.9434","1.9434"
"1572","1.9141","1.9141","1.9141"
"1573","1.9141","1.9141","1.9141"
"1574","2.0195","2.0195","2.0195"
"1575","2.0195","2.0195","2.0195"
"1576","1.8029","1.8029","1.8029"
"1577","1.8029","1.8029","1.8029"
"1578","1.7814","1.7814","1.7814"
"1579","1.7814","1.7814","1.7814"
"1580","2.1471","2.1471","2.1471"
"1581","2.1471","2.1471","2.1471"
"1582","2.0925","2.0925","2.0925"
"1583","2.0925","2.0925","2.0925"
"1584","2.2431","2.2431","2.2431"
"1585","2.2431","2.2431","2.2431"
"1586","2.1113","2.1113","2.1113"
"1587","2.1113","2.1113","2.1113"
"1588","1.9584","1.9584","1.9584"
"1589","1.9584","1.9584","1.9584"
"1590","1.8679","1.8679","1.8679"
"1591","1.8679","1.8679","1.8679"
"1592","2.1533","2.1533","2.1533"
"1593","2.1533","2.1533","2.1533"
"1594","1.8018","1.8018","1.8018"
"1595","1.8018","1.8018","1.8018"
"1596","1.7479","1.7479","1.7479"
"1597","1.7479","1.7479","1.7479"
"1598","1.716","1.716","1.716"
"1599","1.716","1.716","1.716"
"1600","2.488","2.488","2.488"
"1601","2.488","2.488","2.488"
"1602","2.266","2.266","2.266"
"1603","2.266","2.266","2.266"
"1604","2.0769","2.0769","2.0769"
"1605","2.0769","2.0769","2.0769"
"1606","2.0764","2.0764","2.0764"
"1607","2.0764","2.0764","2.0764"
"1608","1.9963","1.9963","1.9963"
"1609","1.9963","1.9963","1.9963"
"1610","1.8654","1.8654","1.8654"
"1611","1.8654","1.8654","1.8654"
"1612","2.0353","2.0353","2.0353"
"1613","2.0353","2.0353","2.0353"
"1614","2.2883","2.2883","2.2883"
"1615","2.2883","2.2883","2.2883"
"1616","1.8305","1.8305","1.8305"
"1617","1.8305","1.8305","1.8305"
"1618","1.8771","1.8771","1.8771"
"1619","1.8771","1.8771","1.8771"
"1620","1.9619","1.9619","1.9619"
"1621","1.9619","1.9619","1.9619"
"1622","2.3448","2.3448","2.3448"
"1623","2.3448","2.3448","2.3448"
"1624","1.8628","1.8628","1.8628"
"1625","1.8628","1.8628","1.8628"
"1626","1.9375","1.9375","1.9375"
"1627","1.9375","1.9375","1.9375"
"1628","1.7327","1.7327","1.7327"
"1629","1.7327","1.7327","1.7327"
"1630","1.9429","1.9429","1.9429"
"1631","1.9429","1.9429","1.9429"
"1632","1.9238","1.9238","1.9238"
"1633","1.9238","1.9238","1.9238"
"1634","1.7947","1.7947","1.7947"
"1635","1.7947","1.7947","1.7947"
"1636","1.7123","1.7123","1.7123"
"1637","1.7123","1.7123","1.7123"
"1638","2.0076","2.0076","2.0076"
"1639","2.0076","2.0076","2.0076"
"1640","2.075","2.075","2.075"
"1641","2.075","2.075","2.075"
"1642","1.8512","1.8512","1.8512"
"1643","1.8512","1.8512","1.8512"
"1644","1.737","1.737","1.737"
"1645","1.737","1.737","1.737"
"1646","1.887","1.887","1.887"
"1647","1.887","1.887","1.887"
"1648","1.9505","1.9505","1.9505"
"1649","1.9505","1.9505","1.9505"
"1650","2.0368","2.0368","2.0368"
"1651","2.0368","2.0368","2.0368"
"1652","1.9474","1.9474","1.9474"
"1653","1.9474","1.9474","1.9474"
"1654","2.012","2.012","2.012"
"1655","2.012","2.012","2.012"
"1656","2.0113","2.0113","2.0113"
"1657","2.0113","2.0113","2.0113"
"1658","2.1483","2.1483","2.1483"
"1659","2.1483","2.1483","2.1483"
"1660","2.1296","2.1296","2.1296"
"1661","2.1296","2.1296","2.1296"
"1662","1.9552","1.9552","1.9552"
"1663","1.9552","1.9552","1.9552"
"1664","2.0012","2.0012","2.0012"
"1665","2.0012","2.0012","2.0012"
"1666","1.8999","1.8999","1.8999"
"1667","1.8999","1.8999","1.8999"
"1668","1.9588","1.9588","1.9588"
"1669","1.9588","1.9588","1.9588"
"1670","1.8237","1.8237","1.8237"
"1671","1.8237","1.8237","1.8237"
"1672","1.7821","1.7821","1.7821"
"1673","1.7821","1.7821","1.7821"
"1674","2.06","2.06","2.06"
"1675","2.06","2.06","2.06"
"1676","2.1896","2.1896","2.1896"
"1677","2.1896","2.1896","2.1896"
"1678","2.1261","2.1261","2.1261"
"1679","2.1261","2.1261","2.1261"
"1680","1.8862","1.8862","1.8862"
"1681","1.8862","1.8862","1.8862"
"1682","1.8056","1.8056","1.8056"
"1683","1.8056","1.8056","1.8056"
"1684","1.8603","1.8603","1.8603"
"1685","1.8603","1.8603","1.8603"
"1686","2.0581","2.0581","2.0581"
"1687","2.0581","2.0581","2.0581"
"1688","1.9631","1.9631","1.9631"
"1689","1.9631","1.9631","1.9631"
"1690","1.9477","1.9477","1.9477"
"1691","1.9477","1.9477","1.9477"
"1692","1.8492","1.8492","1.8492"
"1693","1.8492","1.8492","1.8492"
"1694","1.8224","1.8224","1.8224"
"1695","1.8224","1.8224","1.8224"
"1696","2.1752","2.1752","2.1752"
"1697","2.1752","2.1752","2.1752"
"1698","2.0599","2.0599","2.0599"
"1699","2.0599","2.0599","2.0599"
"1700","1.9035","1.9035","1.9035"
"1701","1.9035","1.9035","1.9035"
"1702","2.2075","2.2075","2.2075"
"1703","2.2075","2.2075","2.2075"
"1704","1.8886","1.8886","1.8886"
"1705","1.8886","1.8886","1.8886"
"1706","1.7942","1.7942","1.7942"
"1707","1.7942","1.7942","1.7942"
"1708","2.0661","2.0661","2.0661"
"1709","2.0661","2.0661","2.0661"
"1710","1.7903","1.7903","1.7903"
"1711","1.7903","1.7903","1.7903"
"1712","2.1308","2.1308","2.1308"
"1713","2.1308","2.1308","2.1308"
"1714","2.1704","2.1704","2.1704"
"1715","2.1704","2.1704","2.1704"
"1716","1.9717","1.9717","1.9717"
"1717","1.9717","1.9717","1.9717"
"1718","1.7396","1.7396","1.7396"
"1719","1.7396","1.7396","1.7396"
"1720","1.8134","1.8134","1.8134"
"1721","1.8134","1.8134","1.8134"
"1722","1.9528","1.9528","1.9528"
"1723","1.9528","1.9528","1.9528"
"1724","1.7913","1.7913","1.7913"
"1725","1.7913","1.7913","1.7913"
"1726","1.7953","1.7953","1.7953"
"1727","1.7953","1.7953","1.7953"
"1728","2.3235","2.3235","2.3235"
"1729","2.3235","2.3235","2.3235"
"1730","1.7358","1.7358","1.7358"
"1731","1.7358","1.7358","1.7358"
"1732","2.0018","2.0018","2.0018"
"1733","2.0018","2.0018","2.0018"
"1734","1.9779","1.9779","1.9779"
"1735","1.9779","1.9779","1.9779"
"1736","1.9324","1.9324","1.9324"
"1737","1.9324","1.9324","1.9324"
"1738","1.9938","1.9938","1.9938"
"1739","1.9938","1.9938","1.9938"
"1740","1.8531","1.8531","1.8531"
"1741","1.8531","1.8531","1.8531"
"1742","2.1428","2.1428","2.1428"
"1743","2.1428","2.1428","2.1428"
"1744","1.9831","1.9831","1.9831"
"1745","1.9831","1.9831","1.9831"
"1746","2.0724","2.0724","2.0724"
"1747","2.0724","2.0724","2.0724"
"1748","1.8861","1.8861","1.8861"
"1749","1.8861","1.8861","1.8861"
"1750","2.0641","2.0641","2.0641"
"1751","2.0641","2.0641","2.0641"
"1752","1.8153","1.8153","1.8153"
"1753","1.8153","1.8153","1.8153"
"1754","1.8808","1.8808","1.8808"
"1755","1.8808","1.8808","1.8808"
"1756","1.9163","1.9163","1.9163"
"1757","1.9163","1.9163","1.9163"
"1758","1.7444","1.7444","1.7444"
"1759","1.7444","1.7444","1.7444"
"1760","2.1185","2.1185","2.1185"
"1761","2.1185","2.1185","2.1185"
"1762","1.9434","1.9434","1.9434"
"1763","1.9434","1.9434","1.9434"
"1764","1.8488","1.8488","1.8488"
"1765","1.8488","1.8488","1.8488"
"1766","1.6696","1.6696","1.6696"
"1767","1.6696","1.6696","1.6696"
"1768","1.9001","1.9001","1.9001"
"1769","1.9001","1.9001","1.9001"
"1770","2.0168","2.0168","2.0168"
"1771","2.0168","2.0168","2.0168"
"1772","2.0441","2.0441","2.0441"
"1773","2.0441","2.0441","2.0441"
"1774","1.8068","1.8068","1.8068"
"1775","1.8068","1.8068","1.8068"
"1776","1.9457","1.9457","1.9457"
"1777","1.9457","1.9457","1.9457"
"1778","1.7234","1.7234","1.7234"
"1779","1.7234","1.7234","1.7234"
"1780","1.9153","1.9153","1.9153"
"1781","1.9153","1.9153","1.9153"
"1782","2.0253","2.0253","2.0253"
"1783","2.0253","2.0253","2.0253"
"1784","1.9887","1.9887","1.9887"
"1785","1.9887","1.9887","1.9887"
"1786","2.1065","2.1065","2.1065"
"1787","2.1065","2.1065","2.1065"
"1788","1.8026","1.8026","1.8026"
"1789","1.8026","1.8026","1.8026"
"1790","1.9142","1.9142","1.9142"
"1791","1.9142","1.9142","1.9142"
"1792","1.9658","1.9658","1.9658"
"1793","1.9658","1.9658","1.9658"
"1794","1.7175","1.7175","1.7175"
"1795","1.7175","1.7175","1.7175"
"1796","1.851","1.851","1.851"
"1797","1.851","1.851","1.851"
"1798","1.7725","1.7725","1.7725"
"1799","1.7725","1.7725","1.7725"
"1800","1.9902","1.9902","1.9902"
"1801","1.9902","1.9902","1.9902"
"1802","2.0218","2.0218","2.0218"
"1803","2.0218","2.0218","2.0218"
"1804","2.0689","2.0689","2.0689"
"1805","2.0689","2.0689","2.0689"
"1806","2.0916","2.0916","2.0916"
"1807","2.0916","2.0916","2.0916"
"1808","1.9938","1.9938","1.9938"
"1809","1.9938","1.9938","1.9938"
"1810","2.1946","2.1946","2.1946"
"1811","2.1946","2.1946","2.1946"
"1812","2.0318","2.0318","2.0318"
"1813","2.0318","2.0318","2.0318"
"1814","2.0358","2.0358","2.0358"
"1815","2.0358","2.0358","2.0358"
"1816","2.2143","2.2143","2.2143"
"1817","2.2143","2.2143","2.2143"
"1818","2.05","2.05","2.05"
"1819","2.05","2.05","2.05"
"1820","1.9628","1.9628","1.9628"
"1821","1.9628","1.9628","1.9628"
"1822","1.9212","1.9212","1.9212"
"1823","1.9212","1.9212","1.9212"
"1824","2.0685","2.0685","2.0685"
"1825","2.0685","2.0685","2.0685"
"1826","1.6853","1.6853","1.6853"
"1827","1.6853","1.6853","1.6853"
"1828","1.7432","1.7432","1.7432"
"1829","1.7432","1.7432","1.7432"
"1830","1.8801","1.8801","1.8801"
"1831","1.8801","1.8801","1.8801"
"1832","1.6848","1.6848","1.6848"
"1833","1.6848","1.6848","1.6848"
"1834","2.0477","2.0477","2.0477"
"1835","2.0477","2.0477","2.0477"
"1836","1.8349","1.8349","1.8349"
"1837","1.8349","1.8349","1.8349"
"1838","1.7639","1.7639","1.7639"
"1839","1.7639","1.7639","1.7639"
"1840","2.0304","2.0304","2.0304"
"1841","2.0304","2.0304","2.0304"
"1842","1.9491","1.9491","1.9491"
"1843","1.9491","1.9491","1.9491"
"1844","1.7783","1.7783","1.7783"
"1845","1.7783","1.7783","1.7783"
"1846","1.9782","1.9782","1.9782"
"1847","1.9782","1.9782","1.9782"
"1848","2.2288","2.2288","2.2288"
"1849","2.2288","2.2288","2.2288"
"1850","1.9058","1.9058","1.9058"
"1851","1.9058","1.9058","1.9058"
"1852","2.0604","2.0604","2.0604"
"1853","2.0604","2.0604","2.0604"
"1854","1.8655","1.8655","1.8655"
"1855","1.8655","1.8655","1.8655"
"1856","2.3329","2.3329","2.3329"
"1857","2.3329","2.3329","2.3329"
"1858","1.9619","1.9619","1.9619"
"1859","1.9619","1.9619","1.9619"
"1860","1.8712","1.8712","1.8712"
"1861","1.8712","1.8712","1.8712"
"1862","1.9014","1.9014","1.9014"
"1863","1.9014","1.9014","1.9014"
"1864","1.8459","1.8459","1.8459"
"1865","1.8459","1.8459","1.8459"
"1866","1.6501","1.6501","1.6501"
"1867","1.6501","1.6501","1.6501"
"1868","1.8166","1.8166","1.8166"
"1869","1.8166","1.8166","1.8166"
"1870","2.0481","2.0481","2.0481"
"1871","2.0481","2.0481","2.0481"
"1872","1.8364","1.8364","1.8364"
"1873","1.8364","1.8364","1.8364"
"1874","1.9237","1.9237","1.9237"
"1875","1.9237","1.9237","1.9237"
"1876","2.1135","2.1135","2.1135"
"1877","2.1135","2.1135","2.1135"
"1878","1.9112","1.9112","1.9112"
"1879","1.9112","1.9112","1.9112"
"1880","1.7933","1.7933","1.7933"
"1881","1.7933","1.7933","1.7933"
"1882","2.1266","2.1266","2.1266"
"1883","2.1266","2.1266","2.1266"
"1884","1.7451","1.7451","1.7451"
"1885","1.7451","1.7451","1.7451"
"1886","1.7449","1.7449","1.7449"
"1887","1.7449","1.7449","1.7449"
"1888","2.0643","2.0643","2.0643"
"1889","2.0643","2.0643","2.0643"
"1890","1.8947","1.8947","1.8947"
"1891","1.8947","1.8947","1.8947"
"1892","1.9289","1.9289","1.9289"
"1893","1.9289","1.9289","1.9289"
"1894","1.8677","1.8677","1.8677"
"1895","1.8677","1.8677","1.8677"
"1896","1.5808","1.5808","1.5808"
"1897","1.5808","1.5808","1.5808"
"1898","2.089","2.089","2.089"
"1899","2.089","2.089","2.089"
"1900","1.8586","1.8586","1.8586"
"1901","1.8586","1.8586","1.8586"
"1902","1.9673","1.9673","1.9673"
"1903","1.9673","1.9673","1.9673"
"1904","2.17","2.17","2.17"
"1905","2.17","2.17","2.17"
"1906","1.7886","1.7886","1.7886"
"1907","1.7886","1.7886","1.7886"
"1908","2.0305","2.0305","2.0305"
"1909","2.0305","2.0305","2.0305"
"1910","2.095","2.095","2.095"
"1911","2.095","2.095","2.095"
"1912","2.0509","2.0509","2.0509"
"1913","2.0509","2.0509","2.0509"
"1914","1.8417","1.8417","1.8417"
"1915","1.8417","1.8417","1.8417"
"1916","1.9506","1.9506","1.9506"
"1917","1.9506","1.9506","1.9506"
"1918","2.032","2.032","2.032"
"1919","2.032","2.032","2.032"
"1920","1.9139","1.9139","1.9139"
"1921","1.9139","1.9139","1.9139"
"1922","1.7458","1.7458","1.7458"
"1923","1.7458","1.7458","1.7458"
"1924","1.8522","1.8522","1.8522"
"1925","1.8522","1.8522","1.8522"
"1926","2.3986","2.3986","2.3986"
"1927","2.3986","2.3986","2.3986"
"1928","1.9182","1.9182","1.9182"
"1929","1.9182","1.9182","1.9182"
"1930","1.7929","1.7929","1.7929"
"1931","1.7929","1.7929","1.7929"
"1932","1.9952","1.9952","1.9952"
"1933","1.9952","1.9952","1.9952"
"1934","2.2377","2.2377","2.2377"
"1935","2.2377","2.2377","2.2377"
"1936","1.728","1.728","1.728"
"1937","1.728","1.728","1.728"
"1938","2.0532","2.0532","2.0532"
"1939","2.0532","2.0532","2.0532"
"1940","2.0117","2.0117","2.0117"
"1941","2.0117","2.0117","2.0117"
"1942","1.8551","1.8551","1.8551"
"1943","1.8551","1.8551","1.8551"
"1944","1.7751","1.7751","1.7751"
"1945","1.7751","1.7751","1.7751"
"1946","1.7742","1.7742","1.7742"
"1947","1.7742","1.7742","1.7742"
"1948","1.8244","1.8244","1.8244"
"1949","1.8244","1.8244","1.8244"
"1950","2.0275","2.0275","2.0275"
"1951","2.0275","2.0275","2.0275"
"1952","2.0925","2.0925","2.0925"
"1953","2.0925","2.0925","2.0925"
"1954","2.1268","2.1268","2.1268"
"1955","2.1268","2.1268","2.1268"
"1956","1.9925","1.9925","1.9925"
"1957","1.9925","1.9925","1.9925"
"1958","1.7192","1.7192","1.7192"
"1959","1.7192","1.7192","1.7192"
"1960","2.1449","2.1449","2.1449"
"1961","2.1449","2.1449","2.1449"
"1962","1.8815","1.8815","1.8815"
"1963","1.8815","1.8815","1.8815"
"1964","1.6878","1.6878","1.6878"
"1965","1.6878","1.6878","1.6878"
"1966","1.6441","1.6441","1.6441"
"1967","1.6441","1.6441","1.6441"
"1968","1.9098","1.9098","1.9098"
"1969","1.9098","1.9098","1.9098"
"1970","1.8859","1.8859","1.8859"
"1971","1.8859","1.8859","1.8859"
"1972","2.0624","2.0624","2.0624"
"1973","2.0624","2.0624","2.0624"
"1974","1.9972","1.9972","1.9972"
"1975","1.9972","1.9972","1.9972"
"1976","1.7805","1.7805","1.7805"
"1977","1.7805","1.7805","1.7805"
"1978","2.051","2.051","2.051"
"1979","2.051","2.051","2.051"
"1980","2.0567","2.0567","2.0567"
"1981","2.0567","2.0567","2.0567"
"1982","1.9183","1.9183","1.9183"
"1983","1.9183","1.9183","1.9183"
"1984","1.7597","1.7597","1.7597"
"1985","1.7597","1.7597","1.7597"
"1986","1.8451","1.8451","1.8451"
"1987","1.8451","1.8451","1.8451"
"1988","1.7786","1.7786","1.7786"
"1989","1.7786","1.7786","1.7786"
"1990","1.8213","1.8213","1.8213"
"1991","1.8213","1.8213","1.8213"
"1992","1.9189","1.9189","1.9189"
"1993","1.9189","1.9189","1.9189"
"1994","1.7773","1.7773","1.7773"
"1995","1.7773","1.7773","1.7773"
"1996","1.852","1.852","1.852"
"1997","1.852","1.852","1.852"
"1998","1.8269","1.8269","1.8269"
"1999","1.8269","1.8269","1.8269"
"2000","1.6947","1.6947","1.6947"
"2001","1.6947","1.6947","1.6947"
"2002","1.9163","1.9163","1.9163"
"2003","1.9163","1.9163","1.9163"
"2004","2.2828","2.2828","2.2828"
"2005","2.2828","2.2828","2.2828"
"2006","1.8701","1.8701","1.8701"
"2007","1.8701","1.8701","1.8701"
"2008","1.9084","1.9084","1.9084"
"2009","1.9084","1.9084","1.9084"
"2010","1.8972","1.8972","1.8972"
"2011","1.8972","1.8972","1.8972"
"2012","1.7718","1.7718","1.7718"
"2013","1.7718","1.7718","1.7718"
"2014","1.9462","1.9462","1.9462"
"2015","1.9462","1.9462","1.9462"
"2016","1.7284","1.7284","1.7284"
"2017","1.7284","1.7284","1.7284"
"2018","1.9735","1.9735","1.9735"
"2019","1.9735","1.9735","1.9735"
"2020","1.9494","1.9494","1.9494"
"2021","1.9494","1.9494","1.9494"
"2022","2.0369","2.0369","2.0369"
"2023","2.0369","2.0369","2.0369"
"2024","2.0287","2.0287","2.0287"
"2025","2.0287","2.0287","2.0287"
"2026","1.7286","1.7286","1.7286"
"2027","1.7286","1.7286","1.7286"
"2028","1.8649","1.8649","1.8649"
"2029","1.8649","1.8649","1.8649"
"2030","2.0235","2.0235","2.0235"
"2031","2.0235","2.0235","2.0235"
"2032","1.9072","1.9072","1.9072"
"2033","1.9072","1.9072","1.9072"
"2034","1.7811","1.7811","1.7811"
"2035","1.7811","1.7811","1.7811"
"2036","1.985","1.985","1.985"
"2037","1.985","1.985","1.985"
"2038","1.7616","1.7616","1.7616"
"2039","1.7616","1.7616","1.7616"
"2040","1.9416","1.9416","1.9416"
"2041","1.9416","1.9416","1.9416"
"2042","1.981","1.981","1.981"
"2043","1.981","1.981","1.981"
"2044","1.949","1.949","1.949"
"2045","1.949","1.949","1.949"
"2046","1.9191","1.9191","1.9191"
"2047","1.9191","1.9191","1.9191"
"2048","1.8622","1.8622","1.8622"
"2049","1.8622","1.8622","1.8622"
"2050","1.6239","1.6239","1.6239"
"2051","1.6239","1.6239","1.6239"
"2052","1.8191","1.8191","1.8191"
"2053","1.8191","1.8191","1.8191"
"2054","1.8956","1.8956","1.8956"
"2055","1.8956","1.8956","1.8956"
"2056","1.6367","1.6367","1.6367"
"2057","1.6367","1.6367","1.6367"
"2058","1.7294","1.7294","1.7294"
"2059","1.7294","1.7294","1.7294"
"2060","2.0404","2.0404","2.0404"
"2061","2.0404","2.0404","2.0404"
"2062","1.765","1.765","1.765"
"2063","1.765","1.765","1.765"
"2064","1.8912","1.8912","1.8912"
"2065","1.8912","1.8912","1.8912"
"2066","1.8052","1.8052","1.8052"
"2067","1.8052","1.8052","1.8052"
"2068","1.8803","1.8803","1.8803"
"2069","1.8803","1.8803","1.8803"
"2070","1.9242","1.9242","1.9242"
"2071","1.9242","1.9242","1.9242"
"2072","1.6966","1.6966","1.6966"
"2073","1.6966","1.6966","1.6966"
"2074","2.0569","2.0569","2.0569"
"2075","2.0569","2.0569","2.0569"
"2076","1.8367","1.8367","1.8367"
"2077","1.8367","1.8367","1.8367"
"2078","1.8182","1.8182","1.8182"
"2079","1.8182","1.8182","1.8182"
"2080","2.1347","2.1347","2.1347"
"2081","2.1347","2.1347","2.1347"
"2082","1.7879","1.7879","1.7879"
"2083","1.7879","1.7879","1.7879"
"2084","1.8519","1.8519","1.8519"
"2085","1.8519","1.8519","1.8519"
"2086","1.7613","1.7613","1.7613"
"2087","1.7613","1.7613","1.7613"
"2088","2.0041","2.0041","2.0041"
"2089","2.0041","2.0041","2.0041"
"2090","1.844","1.844","1.844"
"2091","1.844","1.844","1.844"
"2092","1.5774","1.5774","1.5774"
"2093","1.5774","1.5774","1.5774"
"2094","1.6136","1.6136","1.6136"
"2095","1.6136","1.6136","1.6136"
"2096","1.6966","1.6966","1.6966"
"2097","1.6966","1.6966","1.6966"
"2098","1.5065","1.5065","1.5065"
"2099","1.5065","1.5065","1.5065"
"2100","2.4743","2.4743","2.4743"
"2101","2.4743","2.4743","2.4743"
"2102","1.7888","1.7888","1.7888"
"2103","1.7888","1.7888","1.7888"
"2104","1.9132","1.9132","1.9132"
"2105","1.9132","1.9132","1.9132"
"2106","1.6871","1.6871","1.6871"
"2107","1.6871","1.6871","1.6871"
"2108","1.7595","1.7595","1.7595"
"2109","1.7595","1.7595","1.7595"
"2110","1.7112","1.7112","1.7112"
"2111","1.7112","1.7112","1.7112"
"2112","1.7584","1.7584","1.7584"
"2113","1.7584","1.7584","1.7584"
"2114","1.8605","1.8605","1.8605"
"2115","1.8605","1.8605","1.8605"
"2116","1.8941","1.8941","1.8941"
"2117","1.8941","1.8941","1.8941"
"2118","1.9408","1.9408","1.9408"
"2119","1.9408","1.9408","1.9408"
"2120","1.979","1.979","1.979"
"2121","1.979","1.979","1.979"
"2122","1.7721","1.7721","1.7721"
"2123","1.7721","1.7721","1.7721"
"2124","1.853","1.853","1.853"
"2125","1.853","1.853","1.853"
"2126","1.9485","1.9485","1.9485"
"2127","1.9485","1.9485","1.9485"
"2128","1.9136","1.9136","1.9136"
"2129","1.9136","1.9136","1.9136"
"2130","2.1096","2.1096","2.1096"
"2131","2.1096","2.1096","2.1096"
"2132","2.0635","2.0635","2.0635"
"2133","2.0635","2.0635","2.0635"
"2134","1.7516","1.7516","1.7516"
"2135","1.7516","1.7516","1.7516"
"2136","2.0295","2.0295","2.0295"
"2137","2.0295","2.0295","2.0295"
"2138","1.914","1.914","1.914"
"2139","1.914","1.914","1.914"
"2140","2.0942","2.0942","2.0942"
"2141","2.0942","2.0942","2.0942"
"2142","1.9439","1.9439","1.9439"
"2143","1.9439","1.9439","1.9439"
"2144","1.8216","1.8216","1.8216"
"2145","1.8216","1.8216","1.8216"
"2146","1.8858","1.8858","1.8858"
"2147","1.8858","1.8858","1.8858"
"2148","1.9783","1.9783","1.9783"
"2149","1.9783","1.9783","1.9783"
"2150","1.9451","1.9451","1.9451"
"2151","1.9451","1.9451","1.9451"
"2152","1.8333","1.8333","1.8333"
"2153","1.8333","1.8333","1.8333"
"2154","1.9176","1.9176","1.9176"
"2155","1.9176","1.9176","1.9176"
"2156","1.5721","1.5721","1.5721"
"2157","1.5721","1.5721","1.5721"
"2158","1.7054","1.7054","1.7054"
"2159","1.7054","1.7054","1.7054"
"2160","1.8842","1.8842","1.8842"
"2161","1.8842","1.8842","1.8842"
"2162","1.8366","1.8366","1.8366"
"2163","1.8366","1.8366","1.8366"
"2164","1.8165","1.8165","1.8165"
"2165","1.8165","1.8165","1.8165"
"2166","1.9278","1.9278","1.9278"
