"Step","clear-eon-65 - train/loss","clear-eon-65 - train/loss__MIN","clear-eon-65 - train/loss__MAX"
"1463","2.3838","2.3838","2.3838"
"1464","2.2386","2.2386","2.2386"
"1465","2.2386","2.2386","2.2386"
"1466","2.6654","2.6654","2.6654"
"1467","2.6654","2.6654","2.6654"
"1468","2.3186","2.3186","2.3186"
"1469","2.3186","2.3186","2.3186"
"1470","2.3584","2.3584","2.3584"
"1471","2.3584","2.3584","2.3584"
"1472","2.5061","2.5061","2.5061"
"1473","2.5061","2.5061","2.5061"
"1474","2.6046","2.6046","2.6046"
"1475","2.6046","2.6046","2.6046"
"1476","2.1396","2.1396","2.1396"
"1477","2.1396","2.1396","2.1396"
"1478","2.5303","2.5303","2.5303"
"1479","2.5303","2.5303","2.5303"
"1480","2.6265","2.6265","2.6265"
"1481","2.6265","2.6265","2.6265"
"1482","2.6365","2.6365","2.6365"
"1483","2.6365","2.6365","2.6365"
"1484","2.3084","2.3084","2.3084"
"1485","2.3084","2.3084","2.3084"
"1486","2.3966","2.3966","2.3966"
"1487","2.3966","2.3966","2.3966"
"1488","2.459","2.459","2.459"
"1489","2.459","2.459","2.459"
"1490","2.5801","2.5801","2.5801"
"1491","2.5801","2.5801","2.5801"
"1492","2.575","2.575","2.575"
"1493","2.575","2.575","2.575"
"1494","2.5105","2.5105","2.5105"
"1495","2.5105","2.5105","2.5105"
"1496","2.2254","2.2254","2.2254"
"1497","2.2254","2.2254","2.2254"
"1498","2.3824","2.3824","2.3824"
"1499","2.3824","2.3824","2.3824"
"1500","2.5716","2.5716","2.5716"
"1501","2.5716","2.5716","2.5716"
"1502","2.3565","2.3565","2.3565"
"1503","2.3565","2.3565","2.3565"
"1504","2.5552","2.5552","2.5552"
"1505","2.5552","2.5552","2.5552"
"1506","2.4002","2.4002","2.4002"
"1507","2.4002","2.4002","2.4002"
"1508","2.057","2.057","2.057"
"1509","2.057","2.057","2.057"
"1510","2.259","2.259","2.259"
"1511","2.259","2.259","2.259"
"1512","2.5554","2.5554","2.5554"
"1513","2.5554","2.5554","2.5554"
"1514","2.4032","2.4032","2.4032"
"1515","2.4032","2.4032","2.4032"
"1516","2.4563","2.4563","2.4563"
"1517","2.4563","2.4563","2.4563"
"1518","2.1502","2.1502","2.1502"
"1519","2.1502","2.1502","2.1502"
"1520","2.6691","2.6691","2.6691"
"1521","2.6691","2.6691","2.6691"
"1522","2.4111","2.4111","2.4111"
"1523","2.4111","2.4111","2.4111"
"1524","2.3076","2.3076","2.3076"
"1525","2.3076","2.3076","2.3076"
"1526","2.2163","2.2163","2.2163"
"1527","2.2163","2.2163","2.2163"
"1528","2.3593","2.3593","2.3593"
"1529","2.3593","2.3593","2.3593"
"1530","2.373","2.373","2.373"
"1531","2.373","2.373","2.373"
"1532","2.6021","2.6021","2.6021"
"1533","2.6021","2.6021","2.6021"
"1534","2.3873","2.3873","2.3873"
"1535","2.3873","2.3873","2.3873"
"1536","2.3452","2.3452","2.3452"
"1537","2.3452","2.3452","2.3452"
"1538","2.2525","2.2525","2.2525"
"1539","2.2525","2.2525","2.2525"
"1540","2.3318","2.3318","2.3318"
"1541","2.3318","2.3318","2.3318"
"1542","2.1887","2.1887","2.1887"
"1543","2.1887","2.1887","2.1887"
"1544","2.4856","2.4856","2.4856"
"1545","2.4856","2.4856","2.4856"
"1546","2.2666","2.2666","2.2666"
"1547","2.2666","2.2666","2.2666"
"1548","2.3246","2.3246","2.3246"
"1549","2.3246","2.3246","2.3246"
"1550","2.2878","2.2878","2.2878"
"1551","2.2878","2.2878","2.2878"
"1552","2.7316","2.7316","2.7316"
"1553","2.7316","2.7316","2.7316"
"1554","2.6181","2.6181","2.6181"
"1555","2.6181","2.6181","2.6181"
"1556","2.4306","2.4306","2.4306"
"1557","2.4306","2.4306","2.4306"
"1558","2.5156","2.5156","2.5156"
"1559","2.5156","2.5156","2.5156"
"1560","2.7164","2.7164","2.7164"
"1561","2.7164","2.7164","2.7164"
"1562","2.5793","2.5793","2.5793"
"1563","2.5793","2.5793","2.5793"
"1564","2.5932","2.5932","2.5932"
"1565","2.5932","2.5932","2.5932"
"1566","2.4403","2.4403","2.4403"
"1567","2.4403","2.4403","2.4403"
"1568","2.6661","2.6661","2.6661"
"1569","2.6661","2.6661","2.6661"
"1570","2.2968","2.2968","2.2968"
"1571","2.2968","2.2968","2.2968"
"1572","2.3945","2.3945","2.3945"
"1573","2.3945","2.3945","2.3945"
"1574","2.6799","2.6799","2.6799"
"1575","2.6799","2.6799","2.6799"
"1576","2.1759","2.1759","2.1759"
"1577","2.1759","2.1759","2.1759"
"1578","2.2969","2.2969","2.2969"
"1579","2.2969","2.2969","2.2969"
"1580","2.6595","2.6595","2.6595"
"1581","2.6595","2.6595","2.6595"
"1582","2.4479","2.4479","2.4479"
"1583","2.4479","2.4479","2.4479"
"1584","2.6281","2.6281","2.6281"
"1585","2.6281","2.6281","2.6281"
"1586","2.4571","2.4571","2.4571"
"1587","2.4571","2.4571","2.4571"
"1588","2.4836","2.4836","2.4836"
"1589","2.4836","2.4836","2.4836"
"1590","2.2717","2.2717","2.2717"
"1591","2.2717","2.2717","2.2717"
"1592","2.6341","2.6341","2.6341"
"1593","2.6341","2.6341","2.6341"
"1594","2.2028","2.2028","2.2028"
"1595","2.2028","2.2028","2.2028"
"1596","2.1654","2.1654","2.1654"
"1597","2.1654","2.1654","2.1654"
"1598","2.0917","2.0917","2.0917"
"1599","2.0917","2.0917","2.0917"
"1600","2.922","2.922","2.922"
"1601","2.922","2.922","2.922"
"1602","2.5073","2.5073","2.5073"
"1603","2.5073","2.5073","2.5073"
"1604","2.3741","2.3741","2.3741"
"1605","2.3741","2.3741","2.3741"
"1606","2.4575","2.4575","2.4575"
"1607","2.4575","2.4575","2.4575"
"1608","2.4454","2.4454","2.4454"
"1609","2.4454","2.4454","2.4454"
"1610","2.3139","2.3139","2.3139"
"1611","2.3139","2.3139","2.3139"
"1612","2.4745","2.4745","2.4745"
"1613","2.4745","2.4745","2.4745"
"1614","2.7053","2.7053","2.7053"
"1615","2.7053","2.7053","2.7053"
"1616","2.2434","2.2434","2.2434"
"1617","2.2434","2.2434","2.2434"
"1618","2.1947","2.1947","2.1947"
"1619","2.1947","2.1947","2.1947"
"1620","2.3564","2.3564","2.3564"
"1621","2.3564","2.3564","2.3564"
"1622","2.7611","2.7611","2.7611"
"1623","2.7611","2.7611","2.7611"
"1624","2.4113","2.4113","2.4113"
"1625","2.4113","2.4113","2.4113"
"1626","2.3404","2.3404","2.3404"
"1627","2.3404","2.3404","2.3404"
"1628","2.2014","2.2014","2.2014"
"1629","2.2014","2.2014","2.2014"
"1630","2.4923","2.4923","2.4923"
"1631","2.4923","2.4923","2.4923"
"1632","2.2935","2.2935","2.2935"
"1633","2.2935","2.2935","2.2935"
"1634","2.2937","2.2937","2.2937"
"1635","2.2937","2.2937","2.2937"
"1636","2.0207","2.0207","2.0207"
"1637","2.0207","2.0207","2.0207"
"1638","2.4524","2.4524","2.4524"
"1639","2.4524","2.4524","2.4524"
"1640","2.4099","2.4099","2.4099"
"1641","2.4099","2.4099","2.4099"
"1642","2.2053","2.2053","2.2053"
"1643","2.2053","2.2053","2.2053"
"1644","1.9826","1.9826","1.9826"
"1645","1.9826","1.9826","1.9826"
"1646","2.3813","2.3813","2.3813"
"1647","2.3813","2.3813","2.3813"
"1648","2.2808","2.2808","2.2808"
"1649","2.2808","2.2808","2.2808"
"1650","2.5821","2.5821","2.5821"
"1651","2.5821","2.5821","2.5821"
"1652","2.2151","2.2151","2.2151"
"1653","2.2151","2.2151","2.2151"
"1654","2.3494","2.3494","2.3494"
"1655","2.3494","2.3494","2.3494"
"1656","2.2046","2.2046","2.2046"
"1657","2.2046","2.2046","2.2046"
"1658","2.5065","2.5065","2.5065"
"1659","2.5065","2.5065","2.5065"
"1660","2.5642","2.5642","2.5642"
"1661","2.5642","2.5642","2.5642"
"1662","2.298","2.298","2.298"
"1663","2.298","2.298","2.298"
"1664","2.3923","2.3923","2.3923"
"1665","2.3923","2.3923","2.3923"
"1666","2.3046","2.3046","2.3046"
"1667","2.3046","2.3046","2.3046"
"1668","2.3418","2.3418","2.3418"
"1669","2.3418","2.3418","2.3418"
"1670","2.3112","2.3112","2.3112"
"1671","2.3112","2.3112","2.3112"
"1672","2.14","2.14","2.14"
"1673","2.14","2.14","2.14"
"1674","2.2924","2.2924","2.2924"
"1675","2.2924","2.2924","2.2924"
"1676","2.4782","2.4782","2.4782"
"1677","2.4782","2.4782","2.4782"
"1678","2.4753","2.4753","2.4753"
"1679","2.4753","2.4753","2.4753"
"1680","2.3037","2.3037","2.3037"
"1681","2.3037","2.3037","2.3037"
"1682","2.1505","2.1505","2.1505"
"1683","2.1505","2.1505","2.1505"
"1684","2.2808","2.2808","2.2808"
"1685","2.2808","2.2808","2.2808"
"1686","2.2492","2.2492","2.2492"
"1687","2.2492","2.2492","2.2492"
"1688","2.3321","2.3321","2.3321"
"1689","2.3321","2.3321","2.3321"
"1690","2.273","2.273","2.273"
"1691","2.273","2.273","2.273"
"1692","2.262","2.262","2.262"
"1693","2.262","2.262","2.262"
"1694","2.2453","2.2453","2.2453"
"1695","2.2453","2.2453","2.2453"
"1696","2.4959","2.4959","2.4959"
"1697","2.4959","2.4959","2.4959"
"1698","2.474","2.474","2.474"
"1699","2.474","2.474","2.474"
"1700","2.131","2.131","2.131"
"1701","2.131","2.131","2.131"
"1702","2.5893","2.5893","2.5893"
"1703","2.5893","2.5893","2.5893"
"1704","2.2454","2.2454","2.2454"
"1705","2.2454","2.2454","2.2454"
"1706","2.202","2.202","2.202"
"1707","2.202","2.202","2.202"
"1708","2.4765","2.4765","2.4765"
"1709","2.4765","2.4765","2.4765"
"1710","2.2604","2.2604","2.2604"
"1711","2.2604","2.2604","2.2604"
"1712","2.5522","2.5522","2.5522"
"1713","2.5522","2.5522","2.5522"
"1714","2.4519","2.4519","2.4519"
"1715","2.4519","2.4519","2.4519"
"1716","2.3474","2.3474","2.3474"
"1717","2.3474","2.3474","2.3474"
"1718","2.1281","2.1281","2.1281"
"1719","2.1281","2.1281","2.1281"
"1720","2.1354","2.1354","2.1354"
"1721","2.1354","2.1354","2.1354"
"1722","2.3522","2.3522","2.3522"
"1723","2.3522","2.3522","2.3522"
"1724","2.1518","2.1518","2.1518"
"1725","2.1518","2.1518","2.1518"
"1726","2.3202","2.3202","2.3202"
"1727","2.3202","2.3202","2.3202"
"1728","2.5704","2.5704","2.5704"
"1729","2.5704","2.5704","2.5704"
"1730","2.2332","2.2332","2.2332"
"1731","2.2332","2.2332","2.2332"
"1732","2.2838","2.2838","2.2838"
"1733","2.2838","2.2838","2.2838"
"1734","2.368","2.368","2.368"
"1735","2.368","2.368","2.368"
"1736","2.3415","2.3415","2.3415"
"1737","2.3415","2.3415","2.3415"
"1738","2.3937","2.3937","2.3937"
"1739","2.3937","2.3937","2.3937"
"1740","2.192","2.192","2.192"
"1741","2.192","2.192","2.192"
"1742","2.399","2.399","2.399"
"1743","2.399","2.399","2.399"
"1744","2.3684","2.3684","2.3684"
"1745","2.3684","2.3684","2.3684"
"1746","2.3423","2.3423","2.3423"
"1747","2.3423","2.3423","2.3423"
"1748","2.3519","2.3519","2.3519"
"1749","2.3519","2.3519","2.3519"
"1750","2.3916","2.3916","2.3916"
"1751","2.3916","2.3916","2.3916"
"1752","2.1302","2.1302","2.1302"
"1753","2.1302","2.1302","2.1302"
"1754","2.1512","2.1512","2.1512"
"1755","2.1512","2.1512","2.1512"
"1756","2.2997","2.2997","2.2997"
"1757","2.2997","2.2997","2.2997"
"1758","2.2316","2.2316","2.2316"
"1759","2.2316","2.2316","2.2316"
"1760","2.4628","2.4628","2.4628"
"1761","2.4628","2.4628","2.4628"
"1762","2.198","2.198","2.198"
"1763","2.198","2.198","2.198"
"1764","2.1752","2.1752","2.1752"
"1765","2.1752","2.1752","2.1752"
"1766","2.0378","2.0378","2.0378"
"1767","2.0378","2.0378","2.0378"
"1768","2.31","2.31","2.31"
"1769","2.31","2.31","2.31"
"1770","2.3833","2.3833","2.3833"
"1771","2.3833","2.3833","2.3833"
"1772","2.4342","2.4342","2.4342"
"1773","2.4342","2.4342","2.4342"
"1774","2.1289","2.1289","2.1289"
"1775","2.1289","2.1289","2.1289"
"1776","2.2695","2.2695","2.2695"
"1777","2.2695","2.2695","2.2695"
"1778","2.114","2.114","2.114"
"1779","2.114","2.114","2.114"
"1780","2.3477","2.3477","2.3477"
"1781","2.3477","2.3477","2.3477"
"1782","2.2666","2.2666","2.2666"
"1783","2.2666","2.2666","2.2666"
"1784","2.3113","2.3113","2.3113"
"1785","2.3113","2.3113","2.3113"
"1786","2.5776","2.5776","2.5776"
"1787","2.5776","2.5776","2.5776"
"1788","2.1858","2.1858","2.1858"
"1789","2.1858","2.1858","2.1858"
"1790","2.2524","2.2524","2.2524"
"1791","2.2524","2.2524","2.2524"
"1792","2.2878","2.2878","2.2878"
"1793","2.2878","2.2878","2.2878"
"1794","2.0322","2.0322","2.0322"
"1795","2.0322","2.0322","2.0322"
"1796","2.2294","2.2294","2.2294"
"1797","2.2294","2.2294","2.2294"
"1798","2.0426","2.0426","2.0426"
"1799","2.0426","2.0426","2.0426"
"1800","2.4631","2.4631","2.4631"
"1801","2.4631","2.4631","2.4631"
"1802","2.3268","2.3268","2.3268"
"1803","2.3268","2.3268","2.3268"
"1804","2.3932","2.3932","2.3932"
"1805","2.3932","2.3932","2.3932"
"1806","2.5473","2.5473","2.5473"
"1807","2.5473","2.5473","2.5473"
"1808","2.3221","2.3221","2.3221"
"1809","2.3221","2.3221","2.3221"
"1810","2.5725","2.5725","2.5725"
"1811","2.5725","2.5725","2.5725"
"1812","2.2644","2.2644","2.2644"
"1813","2.2644","2.2644","2.2644"
"1814","2.3104","2.3104","2.3104"
"1815","2.3104","2.3104","2.3104"
"1816","2.3791","2.3791","2.3791"
"1817","2.3791","2.3791","2.3791"
"1818","2.2922","2.2922","2.2922"
"1819","2.2922","2.2922","2.2922"
"1820","2.3399","2.3399","2.3399"
"1821","2.3399","2.3399","2.3399"
"1822","2.3868","2.3868","2.3868"
"1823","2.3868","2.3868","2.3868"
"1824","2.344","2.344","2.344"
"1825","2.344","2.344","2.344"
"1826","2.0845","2.0845","2.0845"
"1827","2.0845","2.0845","2.0845"
"1828","2.1192","2.1192","2.1192"
"1829","2.1192","2.1192","2.1192"
"1830","2.2092","2.2092","2.2092"
"1831","2.2092","2.2092","2.2092"
"1832","2.0792","2.0792","2.0792"
"1833","2.0792","2.0792","2.0792"
"1834","2.3018","2.3018","2.3018"
"1835","2.3018","2.3018","2.3018"
"1836","2.2309","2.2309","2.2309"
"1837","2.2309","2.2309","2.2309"
"1838","2.1646","2.1646","2.1646"
"1839","2.1646","2.1646","2.1646"
"1840","2.4374","2.4374","2.4374"
"1841","2.4374","2.4374","2.4374"
"1842","2.3371","2.3371","2.3371"
"1843","2.3371","2.3371","2.3371"
"1844","2.0352","2.0352","2.0352"
"1845","2.0352","2.0352","2.0352"
"1846","2.4124","2.4124","2.4124"
"1847","2.4124","2.4124","2.4124"
"1848","2.4134","2.4134","2.4134"
"1849","2.4134","2.4134","2.4134"
"1850","2.1903","2.1903","2.1903"
"1851","2.1903","2.1903","2.1903"
"1852","2.3626","2.3626","2.3626"
"1853","2.3626","2.3626","2.3626"
"1854","2.2609","2.2609","2.2609"
"1855","2.2609","2.2609","2.2609"
"1856","2.7453","2.7453","2.7453"
"1857","2.7453","2.7453","2.7453"
"1858","2.4234","2.4234","2.4234"
"1859","2.4234","2.4234","2.4234"
"1860","2.2137","2.2137","2.2137"
"1861","2.2137","2.2137","2.2137"
"1862","2.316","2.316","2.316"
"1863","2.316","2.316","2.316"
"1864","2.2283","2.2283","2.2283"
"1865","2.2283","2.2283","2.2283"
"1866","1.9247","1.9247","1.9247"
"1867","1.9247","1.9247","1.9247"
"1868","2.1451","2.1451","2.1451"
"1869","2.1451","2.1451","2.1451"
"1870","2.3385","2.3385","2.3385"
"1871","2.3385","2.3385","2.3385"
"1872","2.0164","2.0164","2.0164"
"1873","2.0164","2.0164","2.0164"
"1874","2.1809","2.1809","2.1809"
"1875","2.1809","2.1809","2.1809"
"1876","2.3639","2.3639","2.3639"
"1877","2.3639","2.3639","2.3639"
"1878","2.29","2.29","2.29"
"1879","2.29","2.29","2.29"
"1880","2.0894","2.0894","2.0894"
"1881","2.0894","2.0894","2.0894"
"1882","2.2477","2.2477","2.2477"
"1883","2.2477","2.2477","2.2477"
"1884","2.0877","2.0877","2.0877"
"1885","2.0877","2.0877","2.0877"
"1886","2.11","2.11","2.11"
"1887","2.11","2.11","2.11"
"1888","2.5161","2.5161","2.5161"
"1889","2.5161","2.5161","2.5161"
"1890","2.1926","2.1926","2.1926"
"1891","2.1926","2.1926","2.1926"
"1892","2.2631","2.2631","2.2631"
"1893","2.2631","2.2631","2.2631"
"1894","2.2044","2.2044","2.2044"
"1895","2.2044","2.2044","2.2044"
"1896","1.8579","1.8579","1.8579"
"1897","1.8579","1.8579","1.8579"
"1898","2.4518","2.4518","2.4518"
"1899","2.4518","2.4518","2.4518"
"1900","2.0702","2.0702","2.0702"
"1901","2.0702","2.0702","2.0702"
"1902","2.2504","2.2504","2.2504"
"1903","2.2504","2.2504","2.2504"
"1904","2.5283","2.5283","2.5283"
"1905","2.5283","2.5283","2.5283"
"1906","2.2269","2.2269","2.2269"
"1907","2.2269","2.2269","2.2269"
"1908","2.4501","2.4501","2.4501"
"1909","2.4501","2.4501","2.4501"
"1910","2.3897","2.3897","2.3897"
"1911","2.3897","2.3897","2.3897"
"1912","2.3564","2.3564","2.3564"
"1913","2.3564","2.3564","2.3564"
"1914","2.2037","2.2037","2.2037"
"1915","2.2037","2.2037","2.2037"
"1916","2.2123","2.2123","2.2123"
"1917","2.2123","2.2123","2.2123"
"1918","2.2625","2.2625","2.2625"
"1919","2.2625","2.2625","2.2625"
"1920","2.1731","2.1731","2.1731"
"1921","2.1731","2.1731","2.1731"
"1922","2.1406","2.1406","2.1406"
"1923","2.1406","2.1406","2.1406"
"1924","2.1848","2.1848","2.1848"
"1925","2.1848","2.1848","2.1848"
"1926","2.6771","2.6771","2.6771"
"1927","2.6771","2.6771","2.6771"
"1928","2.2718","2.2718","2.2718"
"1929","2.2718","2.2718","2.2718"
"1930","2.1308","2.1308","2.1308"
"1931","2.1308","2.1308","2.1308"
"1932","2.2479","2.2479","2.2479"
"1933","2.2479","2.2479","2.2479"
"1934","2.5922","2.5922","2.5922"
"1935","2.5922","2.5922","2.5922"
"1936","2.0583","2.0583","2.0583"
"1937","2.0583","2.0583","2.0583"
"1938","2.3654","2.3654","2.3654"
"1939","2.3654","2.3654","2.3654"
"1940","2.2186","2.2186","2.2186"
"1941","2.2186","2.2186","2.2186"
"1942","2.1335","2.1335","2.1335"
"1943","2.1335","2.1335","2.1335"
"1944","2.1822","2.1822","2.1822"
"1945","2.1822","2.1822","2.1822"
"1946","2.1041","2.1041","2.1041"
"1947","2.1041","2.1041","2.1041"
"1948","2.1973","2.1973","2.1973"
"1949","2.1973","2.1973","2.1973"
"1950","2.3734","2.3734","2.3734"
"1951","2.3734","2.3734","2.3734"
"1952","2.415","2.415","2.415"
"1953","2.415","2.415","2.415"
"1954","2.2972","2.2972","2.2972"
"1955","2.2972","2.2972","2.2972"
"1956","2.2409","2.2409","2.2409"
"1957","2.2409","2.2409","2.2409"
"1958","2.0737","2.0737","2.0737"
"1959","2.0737","2.0737","2.0737"
"1960","2.4182","2.4182","2.4182"
"1961","2.4182","2.4182","2.4182"
"1962","2.1808","2.1808","2.1808"
"1963","2.1808","2.1808","2.1808"
"1964","2.1952","2.1952","2.1952"
"1965","2.1952","2.1952","2.1952"
"1966","1.9452","1.9452","1.9452"
"1967","1.9452","1.9452","1.9452"
"1968","2.2937","2.2937","2.2937"
"1969","2.2937","2.2937","2.2937"
"1970","2.1405","2.1405","2.1405"
"1971","2.1405","2.1405","2.1405"
"1972","2.333","2.333","2.333"
"1973","2.333","2.333","2.333"
"1974","2.4167","2.4167","2.4167"
"1975","2.4167","2.4167","2.4167"
"1976","2.2591","2.2591","2.2591"
"1977","2.2591","2.2591","2.2591"
"1978","2.3353","2.3353","2.3353"
"1979","2.3353","2.3353","2.3353"
"1980","2.5838","2.5838","2.5838"
"1981","2.5838","2.5838","2.5838"
"1982","2.2233","2.2233","2.2233"
"1983","2.2233","2.2233","2.2233"
"1984","2.1157","2.1157","2.1157"
"1985","2.1157","2.1157","2.1157"
"1986","2.1431","2.1431","2.1431"
"1987","2.1431","2.1431","2.1431"
"1988","2.112","2.112","2.112"
"1989","2.112","2.112","2.112"
"1990","2.0835","2.0835","2.0835"
"1991","2.0835","2.0835","2.0835"
"1992","2.2237","2.2237","2.2237"
"1993","2.2237","2.2237","2.2237"
"1994","2.0904","2.0904","2.0904"
"1995","2.0904","2.0904","2.0904"
"1996","2.2587","2.2587","2.2587"
"1997","2.2587","2.2587","2.2587"
"1998","2.0631","2.0631","2.0631"
"1999","2.0631","2.0631","2.0631"
"2000","1.9723","1.9723","1.9723"
"2001","1.9723","1.9723","1.9723"
"2002","2.2591","2.2591","2.2591"
"2003","2.2591","2.2591","2.2591"
"2004","2.414","2.414","2.414"
"2005","2.414","2.414","2.414"
"2006","2.238","2.238","2.238"
"2007","2.238","2.238","2.238"
"2008","2.3099","2.3099","2.3099"
"2009","2.3099","2.3099","2.3099"
"2010","2.2329","2.2329","2.2329"
"2011","2.2329","2.2329","2.2329"
"2012","2.1156","2.1156","2.1156"
"2013","2.1156","2.1156","2.1156"
"2014","2.251","2.251","2.251"
"2015","2.251","2.251","2.251"
"2016","1.929","1.929","1.929"
"2017","1.929","1.929","1.929"
"2018","2.2796","2.2796","2.2796"
"2019","2.2796","2.2796","2.2796"
"2020","2.3422","2.3422","2.3422"
"2021","2.3422","2.3422","2.3422"
"2022","2.3648","2.3648","2.3648"
"2023","2.3648","2.3648","2.3648"
"2024","2.2021","2.2021","2.2021"
"2025","2.2021","2.2021","2.2021"
"2026","2.1141","2.1141","2.1141"
"2027","2.1141","2.1141","2.1141"
"2028","2.1863","2.1863","2.1863"
"2029","2.1863","2.1863","2.1863"
"2030","2.3797","2.3797","2.3797"
"2031","2.3797","2.3797","2.3797"
"2032","2.2123","2.2123","2.2123"
"2033","2.2123","2.2123","2.2123"
"2034","1.9578","1.9578","1.9578"
"2035","1.9578","1.9578","1.9578"
"2036","2.2913","2.2913","2.2913"
"2037","2.2913","2.2913","2.2913"
"2038","2.061","2.061","2.061"
"2039","2.061","2.061","2.061"
"2040","2.2127","2.2127","2.2127"
"2041","2.2127","2.2127","2.2127"
"2042","2.4196","2.4196","2.4196"
"2043","2.4196","2.4196","2.4196"
"2044","2.1089","2.1089","2.1089"
"2045","2.1089","2.1089","2.1089"
"2046","2.2677","2.2677","2.2677"
"2047","2.2677","2.2677","2.2677"
"2048","2.1448","2.1448","2.1448"
"2049","2.1448","2.1448","2.1448"
"2050","2.0894","2.0894","2.0894"
"2051","2.0894","2.0894","2.0894"
"2052","2.1699","2.1699","2.1699"
"2053","2.1699","2.1699","2.1699"
"2054","2.2163","2.2163","2.2163"
"2055","2.2163","2.2163","2.2163"
"2056","1.9195","1.9195","1.9195"
"2057","1.9195","1.9195","1.9195"
"2058","1.9236","1.9236","1.9236"
"2059","1.9236","1.9236","1.9236"
"2060","2.5361","2.5361","2.5361"
"2061","2.5361","2.5361","2.5361"
"2062","2.1342","2.1342","2.1342"
"2063","2.1342","2.1342","2.1342"
"2064","2.1305","2.1305","2.1305"
"2065","2.1305","2.1305","2.1305"
"2066","2.2143","2.2143","2.2143"
"2067","2.2143","2.2143","2.2143"
"2068","2.1774","2.1774","2.1774"
"2069","2.1774","2.1774","2.1774"
"2070","2.2479","2.2479","2.2479"
"2071","2.2479","2.2479","2.2479"
"2072","1.973","1.973","1.973"
"2073","1.973","1.973","1.973"
"2074","2.4436","2.4436","2.4436"
"2075","2.4436","2.4436","2.4436"
"2076","2.2151","2.2151","2.2151"
"2077","2.2151","2.2151","2.2151"
"2078","2.2467","2.2467","2.2467"
"2079","2.2467","2.2467","2.2467"
"2080","2.4101","2.4101","2.4101"
"2081","2.4101","2.4101","2.4101"
"2082","2.1766","2.1766","2.1766"
"2083","2.1766","2.1766","2.1766"
"2084","2.2904","2.2904","2.2904"
"2085","2.2904","2.2904","2.2904"
"2086","2.1059","2.1059","2.1059"
"2087","2.1059","2.1059","2.1059"
"2088","2.3144","2.3144","2.3144"
"2089","2.3144","2.3144","2.3144"
"2090","2.1705","2.1705","2.1705"
"2091","2.1705","2.1705","2.1705"
"2092","1.8943","1.8943","1.8943"
"2093","1.8943","1.8943","1.8943"
"2094","2.0666","2.0666","2.0666"
"2095","2.0666","2.0666","2.0666"
"2096","2.0026","2.0026","2.0026"
"2097","2.0026","2.0026","2.0026"
"2098","1.856","1.856","1.856"
"2099","1.856","1.856","1.856"
"2100","2.7337","2.7337","2.7337"
"2101","2.7337","2.7337","2.7337"
"2102","2.1387","2.1387","2.1387"
"2103","2.1387","2.1387","2.1387"
"2104","2.1755","2.1755","2.1755"
"2105","2.1755","2.1755","2.1755"
"2106","1.9492","1.9492","1.9492"
"2107","1.9492","1.9492","1.9492"
"2108","2.1625","2.1625","2.1625"
"2109","2.1625","2.1625","2.1625"
"2110","1.943","1.943","1.943"
"2111","1.943","1.943","1.943"
"2112","2.133","2.133","2.133"
"2113","2.133","2.133","2.133"
"2114","2.1658","2.1658","2.1658"
"2115","2.1658","2.1658","2.1658"
"2116","2.1084","2.1084","2.1084"
"2117","2.1084","2.1084","2.1084"
"2118","2.2298","2.2298","2.2298"
"2119","2.2298","2.2298","2.2298"
"2120","2.2631","2.2631","2.2631"
"2121","2.2631","2.2631","2.2631"
"2122","2.0695","2.0695","2.0695"
"2123","2.0695","2.0695","2.0695"
"2124","2.1806","2.1806","2.1806"
"2125","2.1806","2.1806","2.1806"
"2126","2.1364","2.1364","2.1364"
"2127","2.1364","2.1364","2.1364"
"2128","2.2846","2.2846","2.2846"
"2129","2.2846","2.2846","2.2846"
"2130","2.3511","2.3511","2.3511"
"2131","2.3511","2.3511","2.3511"
"2132","2.3597","2.3597","2.3597"
"2133","2.3597","2.3597","2.3597"
"2134","2.0225","2.0225","2.0225"
"2135","2.0225","2.0225","2.0225"
"2136","2.3442","2.3442","2.3442"
"2137","2.3442","2.3442","2.3442"
"2138","2.1853","2.1853","2.1853"
"2139","2.1853","2.1853","2.1853"
"2140","2.4621","2.4621","2.4621"
"2141","2.4621","2.4621","2.4621"
"2142","2.2662","2.2662","2.2662"
"2143","2.2662","2.2662","2.2662"
"2144","2.1528","2.1528","2.1528"
"2145","2.1528","2.1528","2.1528"
"2146","2.2093","2.2093","2.2093"
"2147","2.2093","2.2093","2.2093"
"2148","2.1616","2.1616","2.1616"
"2149","2.1616","2.1616","2.1616"
"2150","2.1546","2.1546","2.1546"
"2151","2.1546","2.1546","2.1546"
"2152","2.0454","2.0454","2.0454"
"2153","2.0454","2.0454","2.0454"
"2154","2.1747","2.1747","2.1747"
"2155","2.1747","2.1747","2.1747"
"2156","1.8357","1.8357","1.8357"
"2157","1.8357","1.8357","1.8357"
"2158","1.9429","1.9429","1.9429"
"2159","1.9429","1.9429","1.9429"
"2160","2.0858","2.0858","2.0858"
"2161","2.0858","2.0858","2.0858"
"2162","2.1109","2.1109","2.1109"
"2163","2.1109","2.1109","2.1109"
"2164","2.1085","2.1085","2.1085"
"2165","2.1085","2.1085","2.1085"
"2166","2.2953","2.2953","2.2953"
"2167","2.2953","2.2953","2.2953"
"2168","2.6228","2.6228","2.6228"
"2169","2.6228","2.6228","2.6228"
